standardized_state,state_name,record_type,source_name,coverage_scope,refresh_date
OK,Oklahoma,DOC,Ok Dept Of Corrections,Okfuskee,2024-05-02
OK,Oklahoma,COURT,Uncategorized,Comanche,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Cleveland,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Pushmataha,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Woodward,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Seminole,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Canadian,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Kiowa,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Tulsa,2024-05-02
OK,Oklahoma,ARREST,Pottawatomie County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Greer,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Garfield,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Ottawa,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Carter,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Bryan,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Kay,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Oklahoma,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Pottawatomie,2024-05-02
OK,Oklahoma,ARREST,Comanche County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Lincoln,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Marshall,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Mayes,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Logan,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Oklahoma,2024-05-02
OK,Oklahoma,ARREST,Osage County,STATEWIDE,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Okfuskee,2024-05-02
OK,Oklahoma,WARRANT,Ok Doc Most Wanted,STATEWIDE,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Jefferson,2024-05-02
OK,Oklahoma,ARREST,Creek County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Le Flore,2024-05-02
OK,Oklahoma,ARREST,Uncategorized,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Custer,2024-05-02
OK,Oklahoma,COURT,Uncategorized,STATEWIDE,2024-05-02
OK,Oklahoma,COURT,Uncategorized,Cleveland,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Delaware,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Haskell,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Garfield,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Rogers,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Pittsburg,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Choctaw,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Hughes,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Muskogee,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Washita,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Seminole,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Logan,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Pawnee,2024-05-02
OK,Oklahoma,ARREST,Pawnee County,STATEWIDE,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Kay,2024-05-02
OK,Oklahoma,WARRANT,Ok Oklahoma Most Wanted,STATEWIDE,2024-05-02
OK,Oklahoma,ARREST,Carter County,STATEWIDE,2024-05-02
OK,Oklahoma,WARRANT,Ok Tulsa Most Wanted,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Kingfisher,2024-05-02
OK,Oklahoma,ARREST,Grady County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Garvin,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Murray,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Payne,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Sequoyah,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Harper,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Love,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Okmulgee,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Tillman,2024-05-02
OK,Oklahoma,WARRANT,Ok Tulsa County Warrant,STATEWIDE,2024-05-02
OK,Oklahoma,COURT,Uncategorized,Garfield,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Adair,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Harmon,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Rogers,2024-05-02
OK,Oklahoma,COURT,Uncategorized,Oklahoma,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Cotton,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Noble,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Beckham,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Woods,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Washington,2024-05-02
OK,Oklahoma,COURT,Uncategorized,Payne,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Osage,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Ellis,2024-05-02
OK,Oklahoma,WARRANT,Ok Marshals Most Wanted,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Latimer,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Mcclain,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Wagoner,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Comanche,2024-05-02
OK,Oklahoma,ARREST,Pushmataha County,STATEWIDE,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Roger Mills,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Grady,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Grant,2024-05-02
OK,Oklahoma,ARREST,Mayes County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Craig,2024-05-02
OK,Oklahoma,ARREST,Latimer County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Mccurtain,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Payne,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Coal,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Beaver,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Stephens,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Cleveland,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Jackson,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Canadian,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Blaine,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Creek,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Pontotoc,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Tulsa,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,STATEWIDE,2024-05-02
OK,Oklahoma,ARREST,Garfield County,STATEWIDE,2024-05-02
OK,Oklahoma,SOR,Oklahoma Sex Offender Registry,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Woods,2024-05-02
OK,Oklahoma,SOR,Oklahoma Sex Offender Registry,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Caddo,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Johnston,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Tillman,2024-05-02
OK,Oklahoma,COURT,Oklahoma Administrative Office Of The Courts,Pushmataha,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Atoka,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Comanche,2024-05-02
OK,Oklahoma,ARREST,Mcclain County,STATEWIDE,2024-05-02
OK,Oklahoma,DOC,Ok Dept Of Corrections,Mcintosh,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Clatsop,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Douglas,2024-05-02
OR,Oregon,ARREST,Washington County,Washington,2024-06-21
OR,Oregon,COURT,Or Admin Office Of Courts,Benton,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Marion,2024-05-02
OR,Oregon,ARREST,Lane County,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Morrow County,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Wasco County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Baker,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Umatilla,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Josephine,2024-05-02
OR,Oregon,WARRANT,Or Doc Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Lincoln County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Jackson,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Yamhill,2024-05-02
OR,Oregon,WARRANT,Or Umatilla Most Wanted 1,STATEWIDE,2024-05-02
OR,Oregon,SOR,Oregon Sex Offender Registry,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Grant,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Multnomah,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Deschutes,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Jefferson,2024-05-02
OR,Oregon,ARREST,Uncategorized,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Jefferson County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Wheeler,2024-05-02
OR,Oregon,ARREST,Marion County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Tillamook,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Columbia,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Curry,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Union,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Polk,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Lincoln,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Lane,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Gilliam,2024-05-02
OR,Oregon,ARREST,Arrest Log,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Umatilla County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Marion,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Tillamook,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Wasco,2024-05-02
OR,Oregon,ARREST,Douglas County,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Harney,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Sherman,2024-05-02
OR,Oregon,ARREST,Yamhill County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Lincoln,2024-05-02
OR,Oregon,ARREST,Josephine County,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Malheur,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Grant,2024-05-02
OR,Oregon,ARREST,Benton County,STATEWIDE,2024-05-02
OR,Oregon,WARRANT,Or Malheur Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,WARRANT,Or Lincoln Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Lake,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Curry,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Polk,2024-05-02
OR,Oregon,ARREST,Union County,Union,2024-05-02
OR,Oregon,ARREST,Deschutes County,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Klamath,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Clackamas,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Clackamas,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Coos,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Linn,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Deschutes,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Jefferson,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Umatilla,2024-05-02
OR,Oregon,COURT,Yamhill County Clerk Of Courts,STATEWIDE,2024-05-02
OR,Oregon,WARRANT,Or Clackamas Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Crook,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Klamath,2024-05-02
OR,Oregon,ARREST,Jackson County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Harney,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Lane,2024-05-02
OR,Oregon,WARRANT,Or Benton Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Jackson,2024-05-02
OR,Oregon,ARREST,Linn County,Linn,2024-05-02
OR,Oregon,ARREST,Coos County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Yamhill,2024-05-02
OR,Oregon,ARREST,Multnomah County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Douglas,2024-05-02
OR,Oregon,ARREST,Coos County,Coos,2024-05-02
OR,Oregon,ARREST,Yamhill County,Yamhill,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Josephine,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Lake,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Morrow,2024-05-02
OR,Oregon,ARREST,Linn County,STATEWIDE,2024-05-02
OR,Oregon,WARRANT,Or Marion Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Morrow,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Clatsop,2024-05-02
OR,Oregon,ARREST,Clatsop County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Hood River,2024-05-02
OR,Oregon,ARREST,Clackamas County,STATEWIDE,2024-05-02
OR,Oregon,SOR,Oregon Sex Offender Registry,STATEWIDE,2024-10-03
OR,Oregon,WARRANT,Or Umatilla Most Wanted,Umatilla,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Washington,2024-05-02
OR,Oregon,ARREST,Washington County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Coos,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Crook,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Columbia,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Union,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Linn,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Wallowa,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Washington,2024-05-02
OR,Oregon,ARREST,Columbia County,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Descuthes County,Deschutes,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Hood River,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Benton,2024-05-02
OR,Oregon,WARRANT,Or Douglas Most Wanted,Yamhill County,2024-05-02
OR,Oregon,SOR,Sex Offender Registry S2,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Or Arrest,STATEWIDE,2024-05-02
OR,Oregon,ARREST,Polk County,STATEWIDE,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Sherman,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Multnomah,2024-05-02
OR,Oregon,WARRANT,Or Baker Most Wanted,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Wasco,2024-05-02
OR,Oregon,COURT,Or Admin Office Of Courts,Malheur,2024-05-02
OR,Oregon,ARREST,Union County,STATEWIDE,2024-05-02
OR,Oregon,DOC,Oregon Department Of Corrections,Baker,2024-05-02
OR,Oregon,ARREST,Crook County,STATEWIDE,2024-05-02
PA,Pennsylvania,COURT,Pa Administrative Office Of The Courts,STATEWIDE,2024-08-26
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Snyder,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Bucks,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Schuylkill,2024-05-02
PA,Pennsylvania,COURT,Philadelphia Municipal Court,Philadelphia,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Mercer,2024-05-02
PA,Pennsylvania,COURT,Clinton Municipal Court,STATEWIDE,2024-05-02
PA,Pennsylvania,SOR,Pennsylvania Sex Offender Registry,STATEWIDE,2024-08-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Delaware,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Delaware,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Allegheny,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Warren,2024-05-02
PA,Pennsylvania,ARREST,Armstrong County,Armstrong,2024-05-02
PA,Pennsylvania,WARRANT,Pa Allegheny Most Wanted,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Northumberland,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Berks,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Bradford,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Lawrence,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Cambria,2024-05-02
PA,Pennsylvania,DOC,Trumbull County Municipal Court,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Clearfield,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Centre,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Somerset,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Butler,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Lebanon,2024-05-02
PA,Pennsylvania,ARREST,Philadelphia Police,Philadelphia,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Crawford,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Cumberland,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Bucks,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Erie,2024-05-02
PA,Pennsylvania,ARREST,Washington County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Luzerne,2024-05-02
PA,Pennsylvania,ARREST,Greene County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,York,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Fayette,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Dauphin,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Mckean,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Bedford,2024-05-02
PA,Pennsylvania,ARREST,York County,York,2024-05-02
PA,Pennsylvania,ARREST,Fayette County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Lancaster,2024-05-02
PA,Pennsylvania,ARREST,Lancaster County,Lancaster,2024-05-02
PA,Pennsylvania,ARREST,Statewide County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Montgomery,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Beaver,2024-05-02
PA,Pennsylvania,ARREST,Bedford County,Bedford,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,York,2024-05-02
PA,Pennsylvania,WARRANT,Pa Bevard County Most Wanted,STATEWIDE,2024-05-02
PA,Pennsylvania,ARREST,Uncategorized,STATEWIDE,2024-05-02
PA,Pennsylvania,ARREST,Westmoreland County,Westmoreland,2024-05-02
PA,Pennsylvania,ARREST,Erie County,Erie,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Adams,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Wayne,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Washington,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Dauphin,2024-05-02
PA,Pennsylvania,ARREST,Clarion County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Venango,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Monroe,2024-05-02
PA,Pennsylvania,ARREST,Mifflin County,Mifflin,2024-05-02
PA,Pennsylvania,ARREST,Armstrong County,STATEWIDE,2024-05-02
PA,Pennsylvania,SOR,Pennsylvania Sex Offender Registry,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Montgomery,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Lancaster,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Northampton,2024-05-02
PA,Pennsylvania,WARRANT,Pa Montgomery County Warrant,Montgomery,2024-05-02
PA,Pennsylvania,ARREST,Washington County,Washington,2024-05-02
PA,Pennsylvania,ARREST,Westmoreland County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Lehigh,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Berks,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Lehigh,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Blair,2024-05-02
PA,Pennsylvania,ARREST,Mifflin County,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Jefferson,2024-05-02
PA,Pennsylvania,WARRANT,Pa Delaware County Warrant,Delaware,2024-05-02
PA,Pennsylvania,DOC,Pa Dept Of Corrections,Philadelphia,2024-05-02
PA,Pennsylvania,WARRANT,Pa Wayne County Warrant,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Philadelphia,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Chester,2024-05-02
PA,Pennsylvania,ARREST,Clarion County,Clarion,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Lycoming,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Allegheny,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Westmoreland,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Lackawanna,2024-05-02
PA,Pennsylvania,WARRANT,Pa Berks Most Wanted,STATEWIDE,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Franklin,2024-05-02
PA,Pennsylvania,DOC,Pennsylvania Department Of Corrections,Mifflin,2024-05-02
PR,Puerto Rico,SOR,Puerto Rico Sex Offender Registry,STATEWIDE,2024-05-02
PR,Puerto Rico,SOR,Puerto Rico Sex Offender Registry,STATEWIDE,2024-05-02
RI,Rhode Island,COURT,Rhode Island Admin Office Of Courts,Kent,2024-05-02
RI,Rhode Island,ARREST,Providence Police Dept,Providence,2024-05-02
RI,Rhode Island,ARREST,Providence Police Dept,STATEWIDE,2024-10-14
RI,Rhode Island,COURT,Rhode Island Admin Office Of Courts,Washington,2024-05-02
RI,Rhode Island,COURT,Rhode Island Admin Office Of Courts,Newport,2024-05-02
RI,Rhode Island,COURT,Rhode Island Admin Office Of Courts,Providence,2024-05-02
RI,Rhode Island,SOR,Rhode Island Sex Offender Registry,STATEWIDE,2024-05-02
RI,Rhode Island,COURT,Uncategorized,STATEWIDE,2024-05-02
RI,Rhode Island,DOC,Rhode Island Department Of Corrections,STATEWIDE,2024-05-02
SC,South Carolina,ARREST,Oconee County,STATEWIDE,2024-05-02
SC,South Carolina,COURT,Raleigh County,STATEWIDE,2024-05-02
SC,South Carolina,COURT,Pocahontas County,STATEWIDE,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Spartanburg,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Berkeley,2024-06-21
SC,South Carolina,COURT,Logan County,STATEWIDE,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Edgefield,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Laurens,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Oconee,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Florence,2024-05-02
SC,South Carolina,SOR,South Carolina Sex Offender Registry,STATEWIDE,2024-05-02
SC,South Carolina,ARREST,Anderson County,STATEWIDE,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Sumter,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Lexington,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Marlboro,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Colleton,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Abbeville,2024-05-02
SC,South Carolina,WARRANT,Sc Beaufort Most Wanted,STATEWIDE,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Jasper,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Williamsburg,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,Kershaw,2024-05-02
SC,South Carolina,WARRANT,Sc Aiken County Most Wanted,STATEWIDE,2024-05-02
SC,South Carolina,DOC,South Carolina Department Of Corrections,STATEWIDE,2024-05-02
SC,South Carolina,COURT,Ritchie County,STATEWIDE,2024-05-02
SC,South Carolina,COURT,Wayne County,STATEWIDE,2024-05-02
SC,South Carolina,COURT,South Carolina Administrative Office Of The Courts,Horry,2024-06-21
SC,South Carolina,DOC,South Carolina Department Of Corrections,Barnwell,2024-05-02
