State,Record Type,Source Name,Coverage Level,Last Refresh,Record Count
OH,Arrest,Ohio Arrest,Licking County,2025-07-25 00:00:00,609
OH,Arrest,Ohio Arrest,Union County,2025-07-25 00:00:00,192
OH,Arrest,Ohio Arrest,Morrow County,2025-07-25 00:00:00,140
OH,Court,Allen County Clerk Of Courts,,2024-05-31 00:00:00,109
OH,Court,Auglaize Common Pleas Court,,2025-07-16 00:00:00,56012
OH,Arrest,Arrest/Us/National/Arrests,Belmont County,2025-08-04 00:00:00,50
OH,Court,Elryia Municipal Court,,2024-05-02 00:00:00,127138
OH,Court,City Of Westerville Mayor Court,Delaware,2024-05-02 00:00:00,11094
OH,Arrest,Ohio Arrest,Mahoning County,2025-07-25 00:00:00,1554
OH,Court,Garfield Heights Municipal Court,,2025-07-16 00:00:00,333115
OH,Court,Fairborn Municipal Court,Greene,2025-07-16 00:00:00,188905
OH,Arrest,Hamilton County,Hamilton,2025-03-09 00:00:00,390467
OH,Court,Ironton Municipal,,2025-07-16 00:00:00,61666
OH,Arrest,Summit County,Summit,2025-07-07 00:00:00,103180
OH,Court,Miamisburg Municipal Court,,2025-01-15 00:00:00,145179
OH,Court,Forest Park Mayors Court,,2025-07-16 00:00:00,1090
OH,Arrest,Huron County,Huron,2025-07-07 00:00:00,20848
OH,Court,Parma Municipal Court,,2025-01-15 00:00:00,49478
OH,Arrest,Butler County,Butler,2025-07-07 00:00:00,162906
OH,Court,Brown Municipal Court,,2025-07-16 00:00:00,337920
OH,Court,Tuscarawas Common Pleas,,2025-02-14 00:00:00,3500
OH,Warrant,Oh Highland Most Wanted,,2024-05-02 00:00:00,18
OH,Warrant,Oh Gallia Most Wanted,,2024-05-02 00:00:00,2
OH,Court,Munroe Falls Mayors Court,,2025-07-16 00:00:00,548
OH,Arrest,Clinton County,,2024-05-02 00:00:00,183
OH,Arrest,Washington County,Washington,2024-05-02 00:00:00,6420
OH,Arrest,Morrow County,Morrow,2025-07-07 00:00:00,10854
OH,Arrest,Ohio Arrest,Stark County,2025-07-25 00:00:00,1822
OH,Arrest,Ohio Arrest,Summit County,2025-07-25 00:00:00,1496
OH,DOC,Ohio Department Of Corrections,Fayette,2024-05-02 00:00:00,2010
OH,Court,01/25/2024,,2024-05-02 00:00:00,26
OH,Court,Fayette Washington Court House Municipal Court,Fayette,2024-05-02 00:00:00,23600
OH,DOC,Ohio Department Of Corrections,Allen,2024-05-02 00:00:00,7071
OH,Arrest,Hocking County,Hocking,2024-05-02 00:00:00,1300
OH,Court,Johnstown Mayors Court,,2025-07-16 00:00:00,824
OH,Court,Highland Hills Mayors Court,,2025-07-16 00:00:00,920
OH,Arrest,Marion County,,2024-05-02 00:00:00,100
OH,DOC,Ohio Department Of Corrections,Shelby,2024-05-02 00:00:00,2445
OH,Arrest,Preble County,,2024-05-02 00:00:00,311
OH,Court,North Royalton Mayors Court,,2025-07-16 00:00:00,781
OH,Court,Lucas Count Municipal Courty,,2024-05-02 00:00:00,2
OH,DOC,Ohio Department Of Corrections,Hocking,2024-05-02 00:00:00,1372
OH,Court,Harrisburg Mayors Court,,2025-07-16 00:00:00,436
OH,Court,Montgomery Mayors Court,,2025-07-16 00:00:00,699
OH,Court,Uncategorized,Cuyahoga,2024-05-02 00:00:00,54435
OH,Court,Sandusky Municipal Court,,2025-07-16 00:00:00,110154
OH,Court,Upper Sandusky Municipal Court,Sandusky,2025-07-16 00:00:00,100842
OH,Arrest,Noble County,,2024-05-02 00:00:00,20
OH,DOC,Ohio Department Of Corrections,Hardin,2024-05-02 00:00:00,1093
OH,Court,Darke County Clerk Of Courts,Darke,2025-07-16 00:00:00,5060
OH,Arrest,Mercer County,,2024-05-02 00:00:00,505
OH,Arrest,Franklin County,,2024-05-02 00:00:00,639
OH,Court,Gallia Common Pleas Court,,2025-07-16 00:00:00,3580
OH,Court,Bentleyville Mayors Court,,2025-07-16 00:00:00,772
OH,Warrant,Oh Clermont Most Wanted,,2024-05-02 00:00:00,50
OH,Warrant,Oh Delaware Most Wanted,,2024-05-02 00:00:00,7
OH,Court,Campbell Municipal Court,,2025-07-16 00:00:00,42667
OH,Court,Coshocton Common Pleas,,2025-07-16 00:00:00,745
OH,Court,Toronto Municipal Court,,2025-07-16 00:00:00,4637
OH,Court,Arlington Heights Mayors Court,,2025-07-16 00:00:00,3121
OH,Court,Franklin County Municipal Court,Franklin,2024-08-23 00:00:00,610977
OH,Court,Morrow Mayors Court,,2025-07-16 00:00:00,487
OH,Court,Uncategorized,Clark,2024-05-02 00:00:00,1145
OH,Court,Ottawa Common Pleas Court,Ottawa,2024-05-02 00:00:00,3240
OH,Court,Oregon Municipal Court,,2025-07-16 00:00:00,37698
OH,Arrest,Arrest/Us/National/Arrests,Highland County,2025-08-02 00:00:00,4
OH,Court,Broadview Heights Mayors Court,,2025-07-16 00:00:00,2939
OH,Court,Wood County Municipal Court,Wood,2024-05-02 00:00:00,63151
OH,Court,Bellaire Mayors Court,,2025-07-16 00:00:00,383
OH,Arrest,Harrison County,,2024-05-02 00:00:00,10
OH,DOC,Ohio Department Of Corrections,Fulton,2024-05-02 00:00:00,1452
OH,Court,Uncategorized,Clermont,2024-05-02 00:00:00,2874
OH,Arrest,Arrest/Us/National/Arrests,Butler County,2025-08-02 00:00:00,66
OH,Court,Perrysburg Municipal Court,,2025-07-16 00:00:00,284728
OH,Arrest,Ohio Arrest,Clark County,2025-07-25 00:00:00,551
OH,Arrest,Ohio Arrest,Ashland County,2025-07-25 00:00:00,183
OH,Arrest,Van Wert County,,2025-07-07 00:00:00,236
OH,Arrest,Tuscarawas County,Tuscarawas,2024-05-02 00:00:00,6502
OH,Arrest,Licking County,Licking,2025-07-07 00:00:00,41192
OH,Arrest,Hamilton County,,2024-05-02 00:00:00,91
OH,Arrest,Morrow County Municipal Court,,2024-05-02 00:00:00,476
OH,Court,Brunswick Mayors Court,,2025-07-16 00:00:00,14405
OH,Arrest,Perry County,,2024-05-02 00:00:00,11
OH,Court,Maple Heights Mayors Court,,2025-07-16 00:00:00,2735
OH,Court,Wintersville Mayors Court,,2025-04-11 00:00:00,1156
OH,Arrest,Ohio Arrest,Columbiana County,2025-07-25 00:00:00,475
OH,Arrest,Ohio Arrest,Crawford County,2025-07-25 00:00:00,314
OH,Court,Kettering Municipal Court,,2025-05-16 00:00:00,132
OH,Arrest,Guernsey County,,2024-05-02 00:00:00,17
OH,Court,Dillonvale Municipal Court,,2025-07-16 00:00:00,7052
OH,Court,Canal Winchester Mayors Court,,2025-07-16 00:00:00,5937
OH,Arrest,Ohio Arrest,Madison County,2025-07-25 00:00:00,228
OH,Arrest,Crawford County,,2025-07-07 00:00:00,697
OH,Court,Akron Municipal Clerk Of Courts,Summit,2024-05-02 00:00:00,126843
OH,DOC,Ohio Department Of Corrections,Defiance,2024-05-02 00:00:00,2654
OH,Court,Gates Mills Mayors Court,,2025-07-16 00:00:00,541
OH,Court,Putnam Municipal Court,,2025-07-16 00:00:00,4105
OH,Court,Clark County - District Court,Clark,2024-05-02 00:00:00,1949
OH,Court,Chardon Municipal Court,,2025-02-14 00:00:00,86051
OH,Arrest,Knox County,,2024-05-02 00:00:00,971
OH,Arrest,Ottawa County,Ottawa,2025-07-07 00:00:00,6702
OH,Court,Lithopolis Mayors Court,,2025-07-16 00:00:00,374
OH,Court,Richland Common Pleas,,2024-05-02 00:00:00,5630
OH,DOC,Ohio Department Of Corrections,Tuscarawas,2024-05-02 00:00:00,2514
OH,Court,Shelby County Municipal Court,,2025-07-16 00:00:00,23501
OH,Court,Oberlin Municipal Court,Lorain,2025-07-16 00:00:00,4010
OH,Court,Uncategorized,Montgomery,2024-05-02 00:00:00,3869
OH,Court,Sidney Municipal Court,,2025-02-14 00:00:00,21840
OH,Arrest,Fairfield County,,2025-03-09 00:00:00,7553
OH,SOR,Ohio Sex Offender Registry,,2025-07-28 00:00:00,23444
OH,Arrest,Ohio Arrest,Hancock County,2025-07-25 00:00:00,418
OH,Court,Struthers Municipal Court,,2025-07-16 00:00:00,118774
OH,Court,Massillon Municipal Court,,2025-07-16 00:00:00,399368
OH,Arrest,Arrest/Us/National/Arrests,Hancock County,2025-08-04 00:00:00,33
OH,Court,Chagrin Falls Mayors Court,,2025-07-16 00:00:00,241
OH,Arrest,Pickaway County,,2024-05-02 00:00:00,48
OH,Court,Meigs Common Pleas,,2025-07-16 00:00:00,981
OH,Court,Carroll Common Pleas Court,,2025-07-16 00:00:00,847
OH,Court,Cuyahoga Heights Mayors Court,,2025-07-16 00:00:00,393
OH,Court,St Bernard Mayors Court,,2025-07-16 00:00:00,1353
OH,DOC,Ohio Department Of Corrections,Crawford,2024-05-02 00:00:00,1839
OH,Court,Cleveland Municipal Court,Cuyahoga,2024-06-21 00:00:00,13983
OH,Court,Cuyahoga County - Shaker Heights Municipal Court,,2024-05-02 00:00:00,717
OH,Court,Montgomery County - Dayton Municipal Court,,2024-05-02 00:00:00,915
OH,Court,Preble County Municipal Court,Preble,2024-05-02 00:00:00,27368
OH,Court,Allen Lima Municipal Court,Allen,2024-05-02 00:00:00,198167
OH,Arrest,Wyandot County,,2025-07-07 00:00:00,904
OH,Court,Avon Mayors Court,,2025-07-16 00:00:00,1885
OH,Court,Preble Common Pleas Court,Preble,2024-05-02 00:00:00,4331
OH,Arrest,Lucas County,Lucas,2025-03-09 00:00:00,89711
OH,Court,Ross Chillicothe Municipal Court,Ross,2024-05-02 00:00:00,130975
OH,Court,Uncategorized,Jefferson,2024-05-02 00:00:00,10054
OH,Warrant,Oh Franklin Most Wanted,,2024-05-02 00:00:00,37
OH,Arrest,Shelby County,,2024-05-02 00:00:00,246
OH,Court,Waverly Mayors Court,,2025-07-16 00:00:00,935
OH,Court,Butler County Clerk Of Courts,,2025-07-16 00:00:00,22444
OH,Court,Donnelsville Mayors Court,,2025-07-16 00:00:00,348
OH,Court,Lorain County Municipal Court,,2024-08-23 00:00:00,56467
OH,Court,Portsmouth Municipal Court,,2025-05-16 00:00:00,242853
OH,Court,Hardin Oh Common Pleas,Hardin,2024-05-02 00:00:00,2171
OH,Court,Richland Common Pleas,Richland,2024-05-02 00:00:00,16822
OH,Court,Highlands Common Pleas,,2025-07-16 00:00:00,2898
OH,Court,Sandusky Common Pleas Court,,2025-02-14 00:00:00,108053
OH,Arrest,Arrest/Us/National/Arrests,Champaign County,2025-08-02 00:00:00,24
OH,Court,Ashtabula Common Pleas Court,,2025-07-16 00:00:00,29977
OH,Court,Fulton Common Pleas,,2025-02-14 00:00:00,61135
OH,Arrest,Wood County,Wood,2025-07-07 00:00:00,49028
OH,Court,Eaton Municipal Court,Preble,2025-07-16 00:00:00,133273
OH,Court,Licking Municipal Court,Licking,2024-05-02 00:00:00,59191
OH,Court,Springboro Mayors Court,,2025-07-16 00:00:00,2935
OH,Arrest,Vinton County,,2024-05-02 00:00:00,2
OH,Court,Norwalk Municipal Court,,2025-07-16 00:00:00,94565
OH,Court,Wayne County Municipal Court,Wayne,2025-07-16 00:00:00,61388
OH,Court,Wood Common Pleas Court,Wood,2024-05-02 00:00:00,10530
OH,Arrest,Coshocton County,,2025-07-07 00:00:00,1469
OH,Court,Morrow Municipal Court,Warren,2024-05-02 00:00:00,12343
OH,Court,Alliance Municipal Court,,2025-07-16 00:00:00,167534
OH,Court,Hardin Oh Common Pleas,,2025-07-16 00:00:00,2225
OH,Court,Warren County Municipal Court,,2024-06-21 00:00:00,45289
OH,Warrant,Oh Doc Most Wanted,,2024-05-02 00:00:00,2019
OH,Warrant,Oh Knox Most Wanted,,2024-05-02 00:00:00,2
OH,Arrest,Ohio Arrest,Athens County,2025-07-25 00:00:00,263
OH,DOC,Ohio Department Of Corrections,Mahoning,2024-05-02 00:00:00,10660
OH,DOC,Ohio Probation And Parole,Summit,2024-05-02 00:00:00,1698
OH,Court,Marion Municipal Court,Marion,2025-07-16 00:00:00,146716
OH,Arrest,Delaware County,Delaware,2025-07-07 00:00:00,30463
OH,Court,Nelsonville Mayors Court,,2024-12-09 00:00:00,2
OH,Court,Scioto Common Pleas Court,,2025-02-14 00:00:00,9360
OH,DOC,Ohio Department Of Corrections,Lake,2024-05-02 00:00:00,9072
OH,DOC,Ohio Department Of Corrections,Mercer,2024-05-02 00:00:00,866
OH,DOC,Ohio Department Of Corrections,Pickaway,2024-05-02 00:00:00,3258
OH,Arrest,Ohio Arrest,Belmont County,2025-07-25 00:00:00,457
OH,Arrest,Ohio Arrest,Highland County,2025-07-25 00:00:00,197
OH,Arrest,Arrest/Us/National/Arrests,Morrow County,2025-08-04 00:00:00,14
OH,Court,Franklin City Municipal Court,Franklin,2024-05-02 00:00:00,17675
OH,Court,Vinton County Clerk Of Courts,Vinton,2025-07-16 00:00:00,27774
OH,Court,Erie County Vermilion Municipal Court,Erie,2024-05-02 00:00:00,16949
OH,Arrest,Belmont County,,2024-05-02 00:00:00,42
OH,DOC,Ohio Department Of Corrections,Morrow,2024-05-02 00:00:00,831
OH,Court,Tuscarawas County - Southern District Court,Tuscarawas,2024-05-02 00:00:00,5950
OH,Arrest,Paulding County,,2025-07-07 00:00:00,1103
OH,Court,Vermilion Municipal Court,,2025-07-16 00:00:00,49880
OH,Court,Mahoning Clerk Of Courts,Mahoning,2025-07-16 00:00:00,102685
OH,Court,Geauga Common Pleas Court,,2025-07-16 00:00:00,946
OH,Court,Athalia Mayors Court,,2025-07-16 00:00:00,1327
OH,Court,Springdale Mayors Court,,2025-07-16 00:00:00,2750
OH,Court,Uncategorized,Lawrence,2024-05-02 00:00:00,1029
OH,Arrest,Belmont County,Belmont,2025-07-07 00:00:00,21372
OH,Court,Middletown Municipal Court,,2025-01-15 00:00:00,1321
OH,DOC,Ohio Department Of Corrections,Huron,2024-05-02 00:00:00,1812
OH,Court,Athens Common Pleas Court,,2025-02-14 00:00:00,6475
OH,Court,Fairfield Common Pleas Court,Fairfield,2024-05-02 00:00:00,8633
OH,Court,Uncategorized,Medina,2024-05-02 00:00:00,912
OH,Court,Barberton Municipal Court,,2024-05-02 00:00:00,702
OH,Arrest,Arrest/Us/National/Arrests,Brown County,2025-08-02 00:00:00,7
OH,Court,Napolean Municipal Court,Henry,2025-07-16 00:00:00,10422
OH,Court,Franklin County Municipal Court,,2024-05-02 00:00:00,8250
OH,Arrest,Darke County,Darke,2025-07-07 00:00:00,12201
OH,Warrant,Oh Adams Most Wanted,,2024-05-02 00:00:00,1
OH,Court,Bryan Municipal Court,Williams,2024-11-13 00:00:00,41625
OH,Court,Lorain Common Pleas,,2025-07-16 00:00:00,66727
OH,DOC,Ohio Department Of Corrections,Washington,2024-05-02 00:00:00,2090
OH,Court,Pike Common Pleas Court,,2025-07-16 00:00:00,445
OH,Court,Clermont Common Pleas Court,Clermont,2024-05-02 00:00:00,526472
OH,Arrest,Ohio Arrest,Delaware County,2025-07-25 00:00:00,557
OH,Court,Brecksville Mayors Court,,2025-07-16 00:00:00,1576
OH,Arrest,Ohio Arrest,Butler County,2025-07-25 00:00:00,2659
OH,Court,Boston Heights Mayors Court,,2025-07-16 00:00:00,2090
OH,Court,Hocking Municipal Court,,2025-07-16 00:00:00,15695
OH,Court,Uncategorized,Fairfield,2024-05-02 00:00:00,6735
OH,Warrant,Oh Preble Most Wanted,,2024-05-02 00:00:00,31
OH,Court,Ashland Clerk Of Courts,Ashland,2024-05-02 00:00:00,38653
OH,Court,Hilliard Mayors Court,Franklin,2024-05-02 00:00:00,3811
OH,Arrest,Auglaize County,Auglaize,2025-02-24 00:00:00,3358
OH,Arrest,Logan County,Logan,2025-07-07 00:00:00,26801
OH,Court,Norwood Mayors Court,,2025-07-16 00:00:00,1570
OH,Court,North Hampton Mayors Court,,2025-07-16 00:00:00,1009
OH,Court,Auglaize Municipal Court,,2025-07-16 00:00:00,39540
OH,Arrest,Ashland County,Ashland,2025-07-07 00:00:00,8040
OH,Court,Berea Clerk Of Courts,Cuyahoga,2025-07-16 00:00:00,46397
OH,Court,Toledo Municipal Court,Lucas,2025-07-16 00:00:00,902864
OH,Court,Hilliard Mayors Court,,2025-07-16 00:00:00,2552
OH,Court,Uncategorized,Stark,2024-05-02 00:00:00,3553
OH,Court,Champaign Municipal Court,Champaign,2024-05-02 00:00:00,34717
OH,Arrest,Cuyahoga County,Cuyahoga,2024-05-02 00:00:00,1449
OH,Court,Mansfield Municipal Court,,2025-07-16 00:00:00,212075
OH,Court,North Olmsted Mayors Court,,2025-07-16 00:00:00,3041
OH,Arrest,Lake County,Lake,2025-07-07 00:00:00,113427
OH,Court,Put-In-Bay Mayors Court,,2025-07-16 00:00:00,2463
OH,Court,Hillsboro Municipal Court,,2024-05-02 00:00:00,32799
OH,Arrest,Athens County,,2024-05-02 00:00:00,100
OH,DOC,Ohio Department Of Corrections,Adams,2024-05-02 00:00:00,1107
OH,Arrest,Oh Fayette County,,2024-05-02 00:00:00,220
OH,Court,Delaware Common Pleas,,2025-07-16 00:00:00,23402
OH,DOC,Ohio Department Of Corrections,Warren,2024-05-02 00:00:00,7424
OH,Court,Harrison County Common Pleas,,2025-07-16 00:00:00,1160
OH,Court,Uncategorized,Huron,2024-05-02 00:00:00,1964
OH,Arrest,Warren County,Warren,2025-07-07 00:00:00,54245
OH,Court,Cleveland Heights Municipal Court,,2024-05-02 00:00:00,8
OH,Court,Uncategorized,Morrow,2024-05-02 00:00:00,1599
OH,Court,Trumbull Common Pleas,Trumbull,2024-05-02 00:00:00,16190
OH,Court,Washington Municipal Court,,2025-02-14 00:00:00,71831
OH,Court,Clark County Municipal Court,,2024-05-02 00:00:00,969
OH,Arrest,Adams County,,2024-05-02 00:00:00,1
OH,Arrest,Adams County,,2024-05-02 00:00:00,408
OH,Arrest,Hocking County,,2024-05-02 00:00:00,1
OH,Arrest,Hancock County,,2024-05-02 00:00:00,386
OH,Court,Hocking Common Pleas Court,Hocking,2024-05-02 00:00:00,3059
OH,Court,Sylvania Municipal Court,Lucas,2025-07-16 00:00:00,136633
OH,DOC,Ohio Department Of Corrections,,2025-03-03 17:54:17,87737
OH,Court,Wadsworth Municipal Court,,2025-07-16 00:00:00,72567
OH,Arrest,Ohio Arrest,Paulding County,2025-07-25 00:00:00,75
OH,Court,Ross Common Pleas Court,Ross,2024-05-02 00:00:00,8210
OH,Court,Shelby County Municipal Court,Shelby,2024-05-02 00:00:00,126376
OH,Arrest,Arrest/Us/National/Arrests,Montgomery County,2025-08-02 00:00:00,130
OH,Arrest,Arrest/Us/National/Arrests,Wood County,2025-08-04 00:00:00,49
OH,Court,Lawrence Common Pleas Court,Lawrence,2024-05-02 00:00:00,5212
OH,Arrest,Ohio Arrest,Preble County,2025-07-25 00:00:00,134
OH,Arrest,Ohio Arrest,Franklin County,2025-07-27 00:00:00,5576
OH,Court,Elyria Municipal Court,,2025-07-16 00:00:00,122814
OH,Court,Trenton Mayors Court,,2025-07-16 00:00:00,3310
OH,Arrest,Logan County,,2024-05-02 00:00:00,843
OH,Arrest,Sandusky County,,2024-05-02 00:00:00,1610
OH,Court,Trumbull County - Warren Municipal Court,,2024-05-02 00:00:00,644
OH,Arrest,Ohio Arrest,Montgomery County,2025-07-25 00:00:00,3730
OH,Arrest,Miami County,Miami,2025-07-07 00:00:00,27831
OH,Arrest,Gallia County,,2024-05-02 00:00:00,588
OH,Arrest,Mahoning County,Mahoning,2025-07-07 00:00:00,102331
OH,DOC,Ohio Department Of Corrections,Wood,2024-05-02 00:00:00,5199
OH,Arrest,Erie County,,2024-05-02 00:00:00,1525
OH,Court,Uncategorized,Warren,2024-05-02 00:00:00,1987
OH,Court,Sandusky Common Pleas Court,Sandusky,2024-05-02 00:00:00,360146
OH,Court,Obetz Mayors Court,,2025-07-16 00:00:00,654
OH,Court,South Charleston Mayors Court,,2025-07-16 00:00:00,2596
OH,Court,Barberton Municipal Court,Summit,2025-02-14 00:00:00,115513
OH,Court,South Lebanon Mayors Court,,2025-07-16 00:00:00,579
OH,Court,Jefferson County Clerk Of Courts,,2025-07-16 00:00:00,3269
OH,Court,Mariemont Mayors Court,,2025-07-16 00:00:00,1493
OH,DOC,Ohio Department Of Corrections,Auglaize,2024-05-02 00:00:00,2444
OH,DOC,Ohio Department Of Corrections,Fairfield,2024-05-02 00:00:00,6233
OH,Arrest,Southeast County,,2024-05-02 00:00:00,29252
OH,Court,Darke Municipal Court,,2025-07-16 00:00:00,625
OH,Court,Cambridge Municipal Court,Guernsey,2024-05-02 00:00:00,76952
OH,Court,Defiance Municipal Court,,2025-07-16 00:00:00,56915
OH,Court,Columbiana Mayors Court,,2025-07-16 00:00:00,250
OH,Court,Erie Common Pleas,,2025-05-16 00:00:00,7433
OH,Court,Mercer Common Pleas Court,Mercer,2024-05-02 00:00:00,2209
OH,Court,Muskingum Common Pleas,,2025-07-16 00:00:00,1400
OH,Court,Guernsey Common Pleas Court,Guernsey,2024-05-02 00:00:00,3572
OH,Court,Hillsboro Municipal Courts,,2025-07-16 00:00:00,156
OH,Arrest,Huron County,,2024-05-02 00:00:00,238
OH,Arrest,Mercer County,Mercer,2025-07-07 00:00:00,39526
OH,Court,Circleville Clerk Of Court,Pickaway,2025-07-16 00:00:00,49752
OH,Court,Lucas County - Toledo Municipal Court,,2024-05-02 00:00:00,978
OH,Arrest,Richland County,,2024-05-02 00:00:00,83
OH,Court,Saint Clairsville Mayors Court,,2025-07-16 00:00:00,46
OH,Court,Miami County Municipal Court,,2025-02-14 00:00:00,161814
OH,DOC,Ohio Department Of Corrections,Champaign,2024-05-02 00:00:00,2029
OH,Court,Upper Arlington Mayors Court,Franklin,2025-07-16 00:00:00,22850
OH,Court,Wood County - Bowling Green Municipal Court,,2024-05-02 00:00:00,514
OH,Court,Wyandot Common Pleas Court,,2025-07-16 00:00:00,504
OH,Court,Columbiana Municipal Court,,2025-05-16 00:00:00,73880
OH,Court,Solon Mayors Court,,2025-07-16 00:00:00,940
OH,Arrest,Oh Arrest ,,2024-05-02 00:00:00,13
OH,DOC,Ohio Department Of Corrections,Hancock,2024-05-02 00:00:00,3409
OH,DOC,Ohio Department Of Corrections,Lawrence,2024-05-02 00:00:00,2778
OH,Arrest,Arrest Log,,2024-05-02 00:00:00,13
OH,Court,Georgetown Mayors Court,,2025-07-16 00:00:00,173
OH,Court,Westerville Mayors Court,,2025-07-16 00:00:00,30815
OH,Court,Hicksville Mayors Court,,2025-07-16 00:00:00,292
OH,DOC,Ohio Department Of Corrections,Carroll,2024-05-02 00:00:00,842
OH,Arrest,Arrest/Us/National/Arrests,Warren County,2025-08-02 00:00:00,26
OH,Arrest,Highland County,Highland,2025-07-07 00:00:00,20144
OH,Arrest,Madison County,,2025-07-07 00:00:00,2784
OH,DOC,Ohio Department Of Corrections,Geauga,2024-05-02 00:00:00,1232
OH,Court,Haskins Mayors Court,,2025-07-16 00:00:00,101
OH,Court,Walbridge Mayors Court,,2025-07-16 00:00:00,545
OH,Court,Seneca Common Pleas Court,Seneca,2024-05-02 00:00:00,10867
OH,Court,Woodlawn Mayors Court,,2025-04-11 00:00:00,1904
OH,Court,Coal Grove Mayors Court,,2025-07-16 00:00:00,2899
OH,DOC,Ohio Department Of Corrections,Highland,2024-05-02 00:00:00,2251
OH,Arrest,Arrest/Us/National/Arrests,Franklin County,2025-08-04 00:00:00,579
OH,Court,Astabula Common Pleas Court,,2025-07-16 00:00:00,9017
OH,DOC,Ohio Department Of Corrections,Medina,2024-05-02 00:00:00,4299
OH,Court,Findlay Clerk Of Courts,Hancock,2025-07-16 00:00:00,56192
OH,Court,Youngstown Municipal Court,,2024-05-02 00:00:00,1787
OH,Court,Scioto Common Pleas Court,Scioto,2024-05-02 00:00:00,23185
OH,Court,Coshocton Municipal Court,,2025-07-16 00:00:00,13236
OH,Court,Clermont Common Pleas Court,,2025-07-16 00:00:00,48701
OH,Court,Hancock Common Pleas,Hancock,2024-05-02 00:00:00,9128
OH,Court,Williams Common Pleas,,2024-05-02 00:00:00,2768
OH,Court,Cuyahoga Municipal Court,Cuyahoga,2024-05-02 00:00:00,921208
OH,Court,Eclid Municipal Court,,2025-07-16 00:00:00,44697
OH,Court,Bethel Mayors Court,,2025-07-16 00:00:00,499
OH,Arrest,Franklin County,Franklin,2025-07-07 00:00:00,175177
OH,Court,Knox Common Pleas Court,,2025-07-16 00:00:00,4167
OH,Arrest,Brown County,Brown,2025-07-07 00:00:00,21094
OH,Court,Ashville Mayors Court,,2025-07-16 00:00:00,277
OH,Arrest,Ohio Arrest,Warren County,2025-07-25 00:00:00,763
OH,Court,Preble Common Pleas Court,,2025-02-14 00:00:00,395
OK,Arrest,Arrest/Us/National/Arrests,Pottawatomie County,2025-08-04 00:00:00,101
OK,Arrest,Okmulgee County,Okmulgee,2025-07-07 00:00:00,30927
OK,DOC,Ok Dept Of Corrections,Adair,2024-05-02 00:00:00,2865
OK,Court,Oklahoma Administrative Office Of The Courts,Lincoln,2025-07-16 00:00:00,57624
OK,Court,Oklahoma Administrative Office Of The Courts,Mcclain,2025-07-16 00:00:00,55119
OK,Arrest,Rogers County,,2024-05-02 00:00:00,600
OK,Arrest,Creek County,Creek,2025-07-07 00:00:00,28336
OK,DOC,Ok Dept Of Corrections,Cherokee,2024-05-02 00:00:00,5254
OK,Court,Oklahoma Administrative Office Of The Courts,Cimarron,2025-07-16 00:00:00,6004
OK,Arrest,Oklahoma Arrest,Blaine County,2025-07-25 00:00:00,168
OK,Court,Oklahoma Administrative Office Of The Courts,Le Flore,2025-07-16 00:00:00,82507
OK,Court,Oklahoma Administrative Office Of The Courts,Coal,2025-07-16 00:00:00,30397
OK,Arrest,Oklahoma Arrest,Craig County,2025-07-25 00:00:00,127
OK,Court,Oklahoma Administrative Office Of The Courts,Nowata,2024-05-02 00:00:00,16113
OK,Arrest,Choctaw County,,2024-05-02 00:00:00,31
OK,Court,Uncategorized,Tulsa,2024-05-02 00:00:00,3696
OK,Arrest,Logan County,,2025-07-07 00:00:00,2536
OK,DOC,Ok Dept Of Corrections,Nowata,2024-05-02 00:00:00,1819
OK,DOC,Ok Dept Of Corrections,Texas,2024-05-02 00:00:00,20365
OK,Arrest,Oklahoma Arrest,Oklahoma County,2025-07-27 00:00:00,5685
OK,Arrest,Blaine County,,2025-07-07 00:00:00,2004
OK,Arrest,Oklahoma Arrest,Lincoln County,2025-07-25 00:00:00,237
OK,Arrest,Oklahoma Arrest,Ottawa County,2025-07-25 00:00:00,29
OK,Arrest,Marshall County,,2024-08-26 00:00:00,21
OK,Court,Oklahoma Administrative Office Of The Courts,Beaver,2024-05-02 00:00:00,35435
OK,DOC,Ok Dept Of Corrections,Jefferson,2024-05-02 00:00:00,2479
OK,DOC,Ok Dept Of Corrections,Okfuskee,2024-05-02 00:00:00,3551
OK,Court,Oklahoma Administrative Office Of The Courts,Latimer,2025-07-16 00:00:00,29508
OK,Court,Uncategorized,Comanche,2024-05-02 00:00:00,2668
OK,Court,Oklahoma Administrative Office Of The Courts,Cleveland,2024-05-02 00:00:00,113746
OK,Court,Oklahoma Administrative Office Of The Courts,Haskell,2025-07-16 00:00:00,26282
OK,Court,Oklahoma Administrative Office Of The Courts,Texas,2025-07-16 00:00:00,37690
OK,DOC,Ok Dept Of Corrections,Pushmataha,2024-05-02 00:00:00,2097
OK,DOC,Ok Dept Of Corrections,Woodward,2024-05-02 00:00:00,4442
OK,Arrest,Oklahoma Arrest,Mcclain County,2025-07-25 00:00:00,347
OK,Arrest,Oklahoma Arrest,Osage County,2025-07-25 00:00:00,309
OK,Arrest,Oklahoma Arrest,Greer County,2025-07-25 00:00:00,18
OK,Court,Oklahoma Administrative Office Of The Courts,Blaine,2025-07-16 00:00:00,41790
OK,Arrest,Oklahoma Arrest,Delaware County,2025-07-25 00:00:00,255
OK,Court,Oklahoma Administrative Office Of The Courts,Delaware,2025-07-16 00:00:00,104471
