standardized_state,state_name,record_type,source_name,coverage_scope,court_level,refresh_date,record_count
MN,Minnesota,ARREST,Minnesota Arrest,Renville County,N/A,2025-07-24,146
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Itasca,COUNTY,2024-05-02,55528
MN,Minnesota,ARREST,Stearns County,STATEWIDE,N/A,2024-05-02,1058
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lincoln,COUNTY,2024-05-02,1175
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pine,COUNTY,2024-05-02,39182
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Todd,COUNTY,2024-05-02,22753
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Chisago,COUNTY,2024-05-02,44231
MN,Minnesota,ARREST,Uncategorized,STATEWIDE,N/A,2024-05-02,34588
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wadena,COUNTY,2024-05-02,16205
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Faribault County,N/A,2025-08-04,4
MN,Minnesota,COURT,Uncategorized,STATEWIDE,STATEWIDE,2024-05-02,129952
MN,Minnesota,ARREST,Minnesota Arrest,Becker County,N/A,2025-07-24,259
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wabasha,COUNTY,2024-05-02,14311
MN,Minnesota,ARREST,Crow Wing County,STATEWIDE,N/A,2024-05-02,169
MN,Minnesota,ARREST,Minnesota Arrest,Crow Wing County,N/A,2025-07-24,428
MN,Minnesota,ARREST,Redwood County,STATEWIDE,N/A,2025-07-07,2665
MN,Minnesota,ARREST,Washington County,Washington,N/A,2024-05-02,22949
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Goodhue,COUNTY,2024-05-02,55724
MN,Minnesota,ARREST,Renville County,STATEWIDE,N/A,2024-05-02,474
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Kanabec,COUNTY,2024-05-02,19525
MN,Minnesota,ARREST,Hennepin County,STATEWIDE,N/A,2024-05-02,70645
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Blue Earth,COUNTY,2024-05-02,74028
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lac Qui Parle,COUNTY,2024-05-02,1767
MN,Minnesota,DOC,Minnesota Department Of Corrections,Dakota,N/A,2024-05-02,8876
MN,Minnesota,ARREST,Dakota County,Dakota,N/A,2025-01-14,105009
MN,Minnesota,ARREST,Minnesota Arrest,Mcleod County,N/A,2025-07-24,145
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Sherburne County,N/A,2025-08-04,69
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Watonwan,COUNTY,2024-05-02,9908
MN,Minnesota,DOC,Minnesota Department Of Corrections,Goodhue,N/A,2024-05-02,1351
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Morrison,COUNTY,2024-05-02,22410
MN,Minnesota,ARREST,Minnesota Arrest,Rock County,N/A,2025-07-24,26
MN,Minnesota,ARREST,Olmsted County,Olmsted,N/A,2024-10-13,57104
MN,Minnesota,ARREST,Minnesota Arrest,Lac Qui Parle County,N/A,2025-07-24,5
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Hennepin,COUNTY,2024-05-02,1435344
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Le Sueur County,N/A,2025-08-04,16
MN,Minnesota,ARREST,Hubbard County,Hubbard,N/A,2025-07-07,10483
MN,Minnesota,SOR,Minnesota Sex Offender Registry,STATEWIDE,N/A,2025-08-04,22041
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Clay,COUNTY,2024-05-02,75221
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Redwood,COUNTY,2024-05-02,24849
MN,Minnesota,ARREST,Chippewa County,Chippewa,N/A,2025-07-07,3226
MN,Minnesota,ARREST,Otter Tail County,STATEWIDE,N/A,2024-05-02,332
MN,Minnesota,DOC,Minnesota Department Of Corrections,Hennepin,N/A,2024-05-02,31568
MN,Minnesota,DOC,Minnesota Department Of Corrections,Lyon,N/A,2024-05-02,855
MN,Minnesota,DOC,Minnesota Department Of Corrections,Todd,N/A,2024-05-02,725
MN,Minnesota,ARREST,Mcleod County,STATEWIDE,N/A,2024-05-02,697
MN,Minnesota,ARREST,Minnesota Arrest,Sibley County,N/A,2025-07-24,63
MN,Minnesota,ARREST,Blue Earth County,STATEWIDE,N/A,2024-05-02,22
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Becker,COUNTY,2024-05-02,48564
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Winona County,N/A,2025-08-04,28
MN,Minnesota,ARREST,Wadena County,STATEWIDE,N/A,2024-05-02,109
MN,Minnesota,ARREST,Mower County,STATEWIDE,N/A,2024-05-02,224
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Roseau,COUNTY,2024-05-02,11770
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Benton County,N/A,2025-08-04,36
MN,Minnesota,WARRANT,Mn Crow Wing Most County Wanted,STATEWIDE,N/A,2024-05-02,59
MN,Minnesota,ARREST,Waseca County,STATEWIDE,N/A,2024-05-02,4
MN,Minnesota,ARREST,Rice County,Rice,N/A,2024-05-02,7381
MN,Minnesota,ARREST,Roseau County,STATEWIDE,N/A,2024-10-13,474
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Brown,COUNTY,2024-05-02,17177
MN,Minnesota,ARREST,Minnesota Arrest,STATEWIDE,N/A,2025-05-15,6504
MN,Minnesota,ARREST,Fillmore County,STATEWIDE,N/A,2025-07-07,547
MN,Minnesota,ARREST,Minnesota Arrest,Redwood County,N/A,2025-07-24,88
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mille Lacs,COUNTY,2024-05-02,50471
MN,Minnesota,ARREST,Beltrami County,Beltrami,N/A,2025-07-07,50501
MN,Minnesota,ARREST,Beltrami County,STATEWIDE,N/A,2024-05-02,1282
MN,Minnesota,ARREST,Minnesota Arrest,Kanabec County,N/A,2025-07-24,67
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Dodge,COUNTY,2024-05-02,13115
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Carlton,COUNTY,2024-05-02,44903
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mcleod,N/A,2024-05-02,1035
MN,Minnesota,DOC,Minnesota Department Of Corrections,Martin,N/A,2024-05-02,1008
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Cook,COUNTY,2024-05-02,2679
MN,Minnesota,ARREST,Mille Lacs County,STATEWIDE,N/A,2024-05-02,715
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pipestone,COUNTY,2024-05-02,6028
MN,Minnesota,ARREST,Chisago County,STATEWIDE,N/A,2025-07-07,1993
MN,Minnesota,WARRANT,Mn Stearns Most Wanted,STATEWIDE,N/A,2024-05-02,20
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Carver,COUNTY,2024-05-02,55593
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Kandiyohi,COUNTY,2024-05-02,52897
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Scott County,N/A,2025-08-04,97
MN,Minnesota,ARREST,Wilkin County,STATEWIDE,N/A,2025-07-07,637
MN,Minnesota,DOC,Minnesota Department Of Corrections,Ramsey,N/A,2024-05-02,20480
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Koochiching,COUNTY,2024-05-02,9344
MN,Minnesota,WARRANT,Mn Martin Most Wanted,STATEWIDE,N/A,2024-05-02,131
MN,Minnesota,DOC,Minnesota Department Of Corrections,Steele,N/A,2024-05-02,1253
MN,Minnesota,DOC,Minnesota Department Of Corrections,Beltrami,N/A,2024-05-02,2255
MN,Minnesota,DOC,Minnesota Department Of Corrections,Morrison,N/A,2024-05-02,1212
MN,Minnesota,ARREST,Minnesota Arrest,Hennepin County,N/A,2025-07-27,5481
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Aitkin,COUNTY,2024-05-02,24817
MN,Minnesota,ARREST,Yellow Medicine County,Yellow Medicine,N/A,2025-07-07,10404
MN,Minnesota,DOC,Minnesota Department Of Corrections,St. Louis,N/A,2024-05-02,6131
MN,Minnesota,ARREST,Crow Wing County,Crow Wing,N/A,2025-07-07,1747
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Rice,COUNTY,2024-05-02,48013
MN,Minnesota,ARREST,Lyon County,STATEWIDE,N/A,2024-05-02,574
MN,Minnesota,DOC,Minnesota Department Of Corrections,Isanti,N/A,2024-05-02,1032
MN,Minnesota,DOC,Minnesota Department Of Corrections,Kanabec,N/A,2024-05-02,784
MN,Minnesota,ARREST,Lyon County,Lyon,N/A,2025-02-24,17644
MN,Minnesota,WARRANT,Mn Dakota County Most Wanted,STATEWIDE,N/A,2024-05-02,20
MN,Minnesota,ARREST,Minnesota Arrest,Wilkin County,N/A,2025-07-24,59
MN,Minnesota,ARREST,Wadena County,Wadena,N/A,2024-05-02,4624
MN,Minnesota,DOC,Minnesota Department Of Corrections,Pine,N/A,2024-05-02,1344
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Rock,COUNTY,2024-05-02,1547
MN,Minnesota,ARREST,Minnesota Arrest,Houston County,N/A,2025-07-24,28
MN,Minnesota,ARREST,Minnesota Arrest,Anoka County,N/A,2025-07-24,1618
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Red Lake,COUNTY,2024-05-02,1668
MN,Minnesota,ARREST,Steele County,Steele,N/A,2024-05-02,11939
MN,Minnesota,ARREST,Goodhue County,STATEWIDE,N/A,2024-05-02,422
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Big Stone,COUNTY,2024-05-02,1265
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Crow Wing,COUNTY,2024-05-02,75570
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Martin,COUNTY,2024-05-02,21112
MN,Minnesota,ARREST,Douglas County,Douglas,N/A,2024-05-02,5976
MN,Minnesota,ARREST,Hubbard County,STATEWIDE,N/A,2024-05-02,515
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,St. Louis,COUNTY,2024-05-02,155882
MN,Minnesota,ARREST,Statewide County,STATEWIDE,N/A,2024-05-02,2901
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Freeborn,COUNTY,2024-05-02,31120
MN,Minnesota,ARREST,Becker County,Becker,N/A,2025-07-07,5340
MN,Minnesota,DOC,Minnesota Department Of Corrections,Stearns,N/A,2024-05-02,5230
MN,Minnesota,ARREST,Mcleod County,Mcleod,N/A,2025-07-07,22570
MN,Minnesota,ARREST,Faribault County,Faribault,N/A,2025-03-09,6163
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Steele,COUNTY,2024-05-02,34322
MN,Minnesota,ARREST,Swift County,STATEWIDE,N/A,2024-05-02,18
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Beltrami County,N/A,2025-08-04,43
MN,Minnesota,WARRANT,Mn Dakota County Warrants,Dakota,N/A,2024-05-02,13495
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wright,COUNTY,2024-05-02,106496
MN,Minnesota,ARREST,Pipestone County,Pipestone,N/A,2025-07-07,2885
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,STATEWIDE,STATEWIDE,2024-12-27,511594
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Isanti,COUNTY,2024-05-02,30371
MN,Minnesota,ARREST,Kandiyohi County,Kandiyohi,N/A,2025-07-07,32201
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Benton,COUNTY,2024-05-02,38871
MN,Minnesota,DOC,Minnesota Department Of Corrections,Aitkin,N/A,2024-05-02,849
MN,Minnesota,DOC,Minnesota Department Of Corrections,Sherburne,N/A,2024-05-02,2540
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Lyon County,N/A,2025-08-04,29
MN,Minnesota,WARRANT,Mn Hennepin County Most Wanted,STATEWIDE,N/A,2024-05-02,13
MN,Minnesota,ARREST,Minnesota Arrest,Le Sueur County,N/A,2025-07-24,86
MN,Minnesota,DOC,Minnesota Department Of Corrections,Carlton,N/A,2024-05-02,994
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Sibley,COUNTY,2024-05-02,15202
MN,Minnesota,DOC,Minnesota Department Of Corrections,Crow Wing,N/A,2024-05-02,2519
MN,Minnesota,WARRANT,Mn Goodhue County Warrant,Goodhue,N/A,2024-05-02,1528
MN,Minnesota,ARREST,Lac Qui Parle County,STATEWIDE,N/A,2025-05-07,136
MN,Minnesota,WARRANT,Mn Olmsted Most Wanted,Olmsted,N/A,2024-05-02,9482
MN,Minnesota,SOR,Sex Offender Registry S2,STATEWIDE,N/A,2024-05-02,443
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Kittson,COUNTY,2024-05-02,1238
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Nobles,COUNTY,2024-05-02,28961
MN,Minnesota,DOC,Minnesota Department Of Corrections,Clay,N/A,2024-05-02,2842
MN,Minnesota,DOC,Minnesota Department Of Corrections,Redwood,N/A,2024-05-02,857
MN,Minnesota,ARREST,Ramsey County,Ramsey,N/A,2024-05-02,155322
MN,Minnesota,DOC,Minnesota Department Of Corrections,Kandiyohi,N/A,2024-05-02,1668
MN,Minnesota,DOC,Minnesota Department Of Corrections,Wright,N/A,2024-05-02,2369
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mille Lacs,N/A,2024-05-02,1563
MN,Minnesota,ARREST,Minnesota Arrest,Itasca County,N/A,2025-07-24,270
MN,Minnesota,ARREST,Scott County,Scott,N/A,2025-07-07,71894
MN,Minnesota,WARRANT,Mn Dodge County Most Wanted 1,STATEWIDE,N/A,2024-05-02,6
MN,Minnesota,ARREST,Minnesota,STATEWIDE,N/A,2025-02-24,1737
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Norman,COUNTY,2024-05-02,3179
MN,Minnesota,ARREST,Dakota County,STATEWIDE,N/A,2024-05-02,826
MN,Minnesota,DOC,Minnesota Department Of Corrections,STATEWIDE,N/A,2024-05-02,42063
MN,Minnesota,ARREST,Minnesota Arrest,Pipestone County,N/A,2025-07-24,34
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Stearns County,N/A,2025-08-04,92
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Nicollet,COUNTY,2024-05-02,17602
MN,Minnesota,ARREST,Scott County,STATEWIDE,N/A,2024-05-02,935
MN,Minnesota,ARREST,Winona County,Winona,N/A,2025-07-07,5866
MN,Minnesota,ARREST,Nicollet County,STATEWIDE,N/A,2025-07-07,1126
MN,Minnesota,ARREST,Le Sueur County,STATEWIDE,N/A,2024-05-02,223
MN,Minnesota,ARREST,Houston County,STATEWIDE,N/A,2025-07-07,589
MN,Minnesota,DOC,Minnesota Department Of Corrections,Carver,N/A,2024-05-02,1153
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Sherburne,COUNTY,2024-05-02,65944
MN,Minnesota,ARREST,Rock County,STATEWIDE,N/A,2025-07-07,259
MN,Minnesota,ARREST,Clearwater County,STATEWIDE,N/A,2025-07-07,981
MN,Minnesota,ARREST,Anoka County,Anoka,N/A,2025-07-07,181135
MN,Minnesota,ARREST,Minnesota Arrest,Fillmore County,N/A,2025-07-24,8
MN,Minnesota,WARRANT,Mn Cass County Warrant,STATEWIDE,N/A,2024-05-02,499
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lyon,COUNTY,2024-05-02,29678
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Stearns,COUNTY,2024-05-02,202073
MN,Minnesota,DOC,Minnesota Department Of Corrections,Pennington,N/A,2024-05-02,612
MN,Minnesota,ARREST,Hennepin County,Hennepin,N/A,2025-07-07,418904
MN,Minnesota,ARREST,Minnesota Arrest,Morrison County,N/A,2025-07-24,178
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mower,COUNTY,2024-05-02,45781
MN,Minnesota,ARREST,Pipestone County,STATEWIDE,N/A,2024-05-02,96
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Mahnomen,COUNTY,2024-05-02,16611
MN,Minnesota,ARREST,Morrison County,Morrison,N/A,2025-07-07,5435
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Yellow Medicine,COUNTY,2024-05-02,10574
MN,Minnesota,ARREST,Minnesota Arrest,Hubbard County,N/A,2025-07-24,138
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mower,N/A,2024-05-02,1764
MN,Minnesota,ARREST,Nobles County,Nobles,N/A,2025-07-07,17245
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lake,COUNTY,2024-05-02,6168
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Ramsey,COUNTY,2024-05-02,805508
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pope,COUNTY,2024-05-02,3311
MN,Minnesota,WARRANT,Mn Dakota Warrant,STATEWIDE,N/A,2024-05-02,5174
MN,Minnesota,ARREST,Minnesota Arrest,Isanti County,N/A,2025-07-24,135
MN,Minnesota,ARREST,Minnesota Arrest,Kandiyohi County,N/A,2025-07-24,153
MN,Minnesota,ARREST,Minnesota Arrest,Nicollet County,N/A,2025-07-24,98
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Anoka,COUNTY,2024-05-02,351624
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Redwood County,N/A,2025-08-04,13
MN,Minnesota,ARREST,Sibley County,STATEWIDE,N/A,2025-07-07,1072
MN,Minnesota,DOC,Minnesota Department Of Corrections,Itasca,N/A,2024-05-02,2318
MN,Minnesota,ARREST,Olmsted County,STATEWIDE,N/A,2024-05-02,791
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Wilkin,COUNTY,2024-05-02,5427
MN,Minnesota,ARREST,Benton County,STATEWIDE,N/A,2024-05-02,37
MN,Minnesota,ARREST,Minnesota Arrest,Sherburne County,N/A,2025-07-24,462
MN,Minnesota,DOC,Minnesota Department Of Corrections,Douglas,N/A,2024-05-02,980
MN,Minnesota,ARREST,Minnesota Arrest,Chisago County,N/A,2025-07-24,239
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Renville,COUNTY,2024-05-02,13744
MN,Minnesota,WARRANT,Mn Sherburne Most Wanted,STATEWIDE,N/A,2024-05-02,15
MN,Minnesota,DOC,Minnesota Department Of Corrections,Hubbard,N/A,2024-05-02,764
MN,Minnesota,ARREST,Pennington County,STATEWIDE,N/A,2025-07-07,1671
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Stevens,COUNTY,2024-05-02,3039
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Washington,COUNTY,2024-05-02,156853
MN,Minnesota,DOC,Minnesota Department Of Corrections,Chisago,N/A,2024-05-02,1405
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Cass,COUNTY,2024-05-02,39531
MN,Minnesota,ARREST,Otter Tail County,Otter Tail,N/A,2024-05-02,45368
MN,Minnesota,WARRANT,Mn Dodge County Most Wanted,STATEWIDE,N/A,2024-05-02,507
MN,Minnesota,ARREST,Minnesota Arrest,Winona County,N/A,2025-07-24,174
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Grant,COUNTY,2024-05-02,1635
MN,Minnesota,DOC,Minnesota Department Of Corrections,Anoka,N/A,2024-05-02,7965
MN,Minnesota,DOC,Minnesota Department Of Corrections,Nicollet,N/A,2024-05-02,768
MN,Minnesota,SOR,Minnesota Sex Offender Registry,STATEWIDE,N/A,2025-03-22,1015
MN,Minnesota,DOC,Minnesota Department Of Corrections,Meeker,N/A,2024-05-02,652
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Le Sueur,COUNTY,2024-05-02,13960
MN,Minnesota,ARREST,Isanti County,STATEWIDE,N/A,2024-05-02,439
MN,Minnesota,ARREST,Itasca County,STATEWIDE,N/A,2025-07-07,358
MN,Minnesota,ARREST,Blue Earth County,Blue Earth,N/A,2024-05-02,6745
MN,Minnesota,ARREST,Clay County,Clay,N/A,2025-07-07,10093
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Faribault,COUNTY,2024-05-02,10979
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Traverse,COUNTY,2024-05-02,935
MN,Minnesota,SOR,Minnesota Sex Offender Registry,STATEWIDE,N/A,2024-05-02,495
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Swift,COUNTY,2024-05-02,4268
MN,Minnesota,DOC,Minnesota Department Of Corrections,Polk,N/A,2024-05-02,2773
MN,Minnesota,DOC,Minnesota Department Of Corrections,Cass,N/A,2024-05-02,1617
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Clearwater,COUNTY,2024-05-02,7873
MN,Minnesota,DOC,Minnesota Department Of Corrections,Mahnomen,N/A,2024-05-02,648
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Dakota,COUNTY,2024-05-02,352769
MN,Minnesota,ARREST,Mille Lacs County,Mille Lacs,N/A,2025-07-07,41391
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Fillmore,COUNTY,2024-05-02,9352
MN,Minnesota,ARREST,Sherburne County,STATEWIDE,N/A,2024-05-02,1099
MN,Minnesota,DOC,Minnesota Department Of Corrections,Blue Earth,N/A,2024-05-02,1779
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Winona,COUNTY,2024-05-02,36473
MN,Minnesota,ARREST,Crow Wing County,Crow Wing,N/A,2025-02-04,93709
MN,Minnesota,ARREST,Minnesota Arrest,Nobles County,N/A,2025-07-24,121
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Anoka County,N/A,2025-08-04,229
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Lake Of The Woods,COUNTY,2024-05-02,1055
MN,Minnesota,ARREST,Meeker County,STATEWIDE,N/A,2024-05-02,755
MN,Minnesota,DOC,Minnesota Department Of Corrections,Freeborn,N/A,2024-05-02,1052
MN,Minnesota,ARREST,Benton County,Benton,N/A,2025-07-07,22860
MN,Minnesota,WARRANT,Mn Kandiyohi Most Wanted,STATEWIDE,N/A,2024-05-02,288
MN,Minnesota,ARREST,Minnesota Arrest,Clay County,N/A,2025-07-24,419
MN,Minnesota,ARREST,Minnesota Arrest,Scott County,N/A,2025-07-24,514
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Hubbard,COUNTY,2024-05-02,22228
MN,Minnesota,WARRANT,Mn Saint Paul Most Wanted,STATEWIDE,N/A,2024-05-02,18
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Chippewa,COUNTY,2024-05-02,9107
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Olmsted,COUNTY,2024-05-02,139837
MN,Minnesota,WARRANT,Mn Doc Most Wanted,STATEWIDE,N/A,2024-05-02,825
MN,Minnesota,ARREST,Minnesota Arrest,Mille Lacs County,N/A,2025-07-24,231
MN,Minnesota,ARREST,Arrest/Us/National/Arrests,Morrison County,N/A,2025-08-04,22
MN,Minnesota,ARREST,Minnesota Arrest,Pennington County,N/A,2025-07-24,94
MN,Minnesota,DOC,Minnesota Department Of Corrections,Otter Tail,N/A,2024-05-02,1597
MN,Minnesota,DOC,Minnesota Department Of Corrections,Scott,N/A,2024-05-02,3164
MN,Minnesota,ARREST,Faribault County,STATEWIDE,N/A,2024-05-02,237
MN,Minnesota,ARREST,Isanti County,Isanti,N/A,2025-07-07,27041
MN,Minnesota,ARREST,Minnesota Arrest,Benton County,N/A,2025-07-24,296
MN,Minnesota,ARREST,Minnesota Arrest,Clearwater County,N/A,2025-07-24,63
MN,Minnesota,ARREST,Kandiyohi County,STATEWIDE,N/A,2024-05-02,854
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Pennington,COUNTY,2024-05-02,16495
MN,Minnesota,COURT,Mn Administrative Office Of The Courts,Scott,COUNTY,2024-05-02,131569
MO,Missouri,ARREST,Stone County,STATEWIDE,N/A,2024-05-02,484
MO,Missouri,ARREST,Wayne County,STATEWIDE,N/A,2024-05-02,45
MO,Missouri,ARREST,Cooper County,STATEWIDE,N/A,2024-05-02,373
MO,Missouri,ARREST,Missouri Arrest,Callaway County,N/A,2025-07-24,562
MO,Missouri,ARREST,Newton County,STATEWIDE,N/A,2024-05-02,47
MO,Missouri,ARREST,Missouri State Highway Patrol,Cedar,N/A,2024-05-02,1031
MO,Missouri,ARREST,Missouri State Highway Patrol,Christian,N/A,2024-05-02,3049
MO,Missouri,DOC,Missouri Department Of Corrections,Iron,N/A,2024-05-02,1047
MO,Missouri,ARREST,Missouri Arrest,Barry County,N/A,2025-07-24,142
MO,Missouri,ARREST,Cole County,STATEWIDE,N/A,2024-05-02,80
MO,Missouri,DOC,Missouri Department Of Corrections,Newton,N/A,2024-05-02,3456
MO,Missouri,DOC,Missouri Department Of Corrections,De Kalb,N/A,2024-05-02,1256
MO,Missouri,DOC,Missouri Department Of Corrections,Dunklin,N/A,2024-05-02,4739
MO,Missouri,ARREST,Missouri Arrest,Randolph County,N/A,2025-08-04,44
MO,Missouri,ARREST,Missouri Arrest,Mississippi County,N/A,2025-07-24,160
MO,Missouri,ARREST,Missouri Arrest,Morgan County,N/A,2025-07-24,156
MO,Missouri,ARREST,Johnson County,STATEWIDE,N/A,2024-05-02,970
MO,Missouri,DOC,Missouri Department Of Corrections,Warren,N/A,2024-05-02,2855
MO,Missouri,ARREST,Missouri Arrest,Johnson County,N/A,2025-07-24,795
MO,Missouri,ARREST,Missouri State Highway Patrol,Clinton,N/A,2024-05-02,2522
MO,Missouri,ARREST,Dekalb County,De Kalb,N/A,2025-03-09,4161
MO,Missouri,ARREST,Howell County,STATEWIDE,N/A,2024-05-02,133
MO,Missouri,ARREST,Missouri State Highway Patrol,Clay,N/A,2024-05-02,10071
MO,Missouri,ARREST,Missouri State Highway Patrol,Dent,N/A,2024-05-02,1903
MO,Missouri,ARREST,Missouri State Highway Patrol,Marion,N/A,2024-05-02,2382
MO,Missouri,ARREST,Henry County,Henry,N/A,2025-07-07,23251
MO,Missouri,ARREST,Moniteau County,STATEWIDE,N/A,2024-05-02,18
MO,Missouri,ARREST,Putnam County,STATEWIDE,N/A,2025-07-07,415
MO,Missouri,ARREST,Missouri State Highway Patrol,Franklin,N/A,2024-05-02,13627
MO,Missouri,DOC,Missouri Department Of Corrections,Montgomery,N/A,2024-05-02,1452
MO,Missouri,ARREST,Missouri Arrest,Cooper County,N/A,2025-08-04,26
MO,Missouri,ARREST,Missouri Arrest,Howard County,N/A,2025-08-04,8
MO,Missouri,ARREST,Christian County,Christian,N/A,2025-07-07,24251
MO,Missouri,DOC,Missouri Department Of Corrections,Camden,N/A,2024-05-02,4219
MO,Missouri,DOC,Missouri Department Of Corrections,Caldwell,N/A,2024-05-02,750
MO,Missouri,DOC,Missouri Department Of Corrections,Pemiscot,N/A,2024-05-02,4110
MO,Missouri,ARREST,Dade County,Dade,N/A,2024-05-02,1031
MO,Missouri,ARREST,Missouri State Highway Patrol,Mississippi,N/A,2024-05-02,1762
MO,Missouri,ARREST,Platte County,STATEWIDE,N/A,2024-05-02,1499
MO,Missouri,ARREST,Vernon County,STATEWIDE,N/A,2024-05-02,16
MO,Missouri,ARREST,Missouri State Highway Patrol,Scott,N/A,2024-05-02,2798
MO,Missouri,ARREST,Missouri State Highway Patrol,Ralls,N/A,2024-05-02,1699
MO,Missouri,DOC,Missouri Department Of Corrections,Greene,N/A,2024-05-02,18350
MO,Missouri,DOC,Missouri Department Of Corrections,Lafayette,N/A,2024-05-02,4110
MO,Missouri,ARREST,Missouri State Highway Patrol,Dallas,N/A,2024-05-02,1032
MO,Missouri,DOC,Missouri Department Of Corrections,Madison,N/A,2024-05-02,1149
MO,Missouri,ARREST,Missouri Arrest,Cedar County,N/A,2025-07-24,70
