standardized_state,state_name,record_type,source_name,coverage_scope,court_level,refresh_date,record_count
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,Hamilton,COUNTY,2024-05-02,85466
IN,Indiana,ARREST,Arrest Log,STATEWIDE,N/A,2024-05-02,3
IN,Indiana,ARREST,Indiana Arrest,Orange County,N/A,2025-07-24,193
IN,Indiana,ARREST,Indiana Arrest,Porter County,N/A,2025-07-24,1068
IN,Indiana,ARREST,Marion County,STATEWIDE,N/A,2024-05-02,5215
IN,Indiana,ARREST,Lake County,Lake,N/A,2025-07-07,20284
IN,Indiana,ARREST,Uncategorized,STATEWIDE,N/A,2024-05-02,49498
IN,Indiana,ARREST,Pulaski County,Pulaski,N/A,2025-07-07,38871
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,Harrison,COUNTY,2024-05-02,6196
IN,Indiana,ARREST,Arrest/Us/National/Arrests,Tippecanoe County,N/A,2025-08-04,143
IN,Indiana,ARREST,Indiana Arrest,Wabash County,N/A,2025-07-24,200
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,Miami,COUNTY,2024-05-02,7924
IN,Indiana,ARREST,Arrest/Us/National/Arrests,Tipton County,N/A,2025-08-04,23
IN,Indiana,DOC,Indiana Department Of Corrections,Johnson,N/A,2024-05-02,5423
IN,Indiana,ARREST,Fulton County,Fulton,N/A,2025-07-07,3823
IN,Indiana,DOC,Indiana Department Of Corrections,Washington,N/A,2024-05-02,861
IN,Indiana,ARREST,Indiana Arrest,Howard County,N/A,2025-07-24,740
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,Hendricks,COUNTY,2025-01-14,9069
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,Tippecanoe,COUNTY,2025-01-14,179990
IN,Indiana,DOC,Indiana Department Of Corrections,Clinton,N/A,2024-05-02,1159
IN,Indiana,ARREST,Pulaski County,STATEWIDE,N/A,2024-05-02,406
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,De Kalb,COUNTY,2024-05-02,1444
IN,Indiana,COURT,Indiana Administrative Office Of The Courts,Sullivan,COUNTY,2025-07-16,3642
KS,Kansas,ARREST,Saline County,Saline,N/A,2025-07-07,55402
KS,Kansas,ARREST,Howard County,STATEWIDE,N/A,2025-03-09,29
KS,Kansas,DOC,Kansas Department Of Corrections,STATEWIDE,N/A,2025-07-20,201209
KS,Kansas,ARREST,Kansas Arrest,Cherokee County,N/A,2025-07-24,225
KS,Kansas,DOC,Kansas Department Of Corrections,Franklin,N/A,2024-05-02,5615
KS,Kansas,DOC,Kansas Department Of Corrections,Sedgwick,N/A,2024-05-02,256799
KS,Kansas,ARREST,Wyandotte County,Wyandotte,N/A,2025-07-07,294299
KS,Kansas,ARREST,Kansas Arrest,Labette County,N/A,2025-07-24,148
KS,Kansas,DOC,Kansas Department Of Corrections,Brown,N/A,2024-05-02,2360
KS,Kansas,DOC,Kansas Department Of Corrections,Norton,N/A,2024-05-02,1050
KS,Kansas,ARREST,Cheyenne County,STATEWIDE,N/A,2025-03-09,12
KS,Kansas,ARREST,Benton County,STATEWIDE,N/A,2025-03-09,106
KS,Kansas,DOC,Kansas Department Of Corrections,Miami,N/A,2024-05-02,4170
KS,Kansas,ARREST,Kansas Arrest,Woodson County,N/A,2025-07-27,24
KS,Kansas,DOC,Kansas Department Of Corrections,Seward,N/A,2024-05-02,8798
KS,Kansas,ARREST,Montgomery County,Montgomery,N/A,2025-07-07,7809
KS,Kansas,ARREST,Saline County,STATEWIDE,N/A,2024-05-02,109
KS,Kansas,ARREST,Mcpherson County,Mcpherson,N/A,2025-07-07,9548
KS,Kansas,ARREST,Mcpherson County,STATEWIDE,N/A,2024-05-02,270
KS,Kansas,DOC,Kansas Department Of Corrections,Shawnee,N/A,2024-05-02,47017
KS,Kansas,DOC,Kansas Department Of Corrections,Greenwood,N/A,2024-05-02,1798
KS,Kansas,DOC,Kansas Department Of Corrections,Kearny,N/A,2024-05-02,1400
KS,Kansas,WARRANT,Ks Johnson County Warrants,STATEWIDE,N/A,2024-05-02,24
KS,Kansas,DOC,Kansas Department Of Corrections,Riley,N/A,2024-05-02,8197
KS,Kansas,DOC,Kansas Department Of Corrections,Montgomery,N/A,2024-05-02,12833
KS,Kansas,ARREST,Crittenden County,STATEWIDE,N/A,2025-03-09,137
KS,Kansas,ARREST,Kansas Arrest,Chase County,N/A,2025-07-24,681
KS,Kansas,ARREST,Kansas Arrest,Dickinson County,N/A,2025-07-24,145
KS,Kansas,ARREST,Chase County,Chase,N/A,2025-07-07,4346
KS,Kansas,DOC,Kansas Department Of Corrections,Grant,N/A,2024-05-02,1256
KS,Kansas,ARREST,Kansas Arrest,Reno County,N/A,2025-07-27,586
KS,Kansas,ARREST,Kansas Arrest,Gove County,N/A,2025-07-12,1
KS,Kansas,DOC,Kansas Department Of Corrections,Osage,N/A,2024-05-02,2364
KS,Kansas,ARREST,Madison County,STATEWIDE,N/A,2025-03-09,25
KS,Kansas,DOC,Kansas Department Of Corrections,Saline,N/A,2024-05-02,29480
KS,Kansas,ARREST,Crawford County,Crawford,N/A,2025-07-07,7941
KS,Kansas,DOC,Kansas Department Of Corrections,Wyandotte,N/A,2024-05-02,71946
KS,Kansas,ARREST,Kansas Arrest,Kiowa County,N/A,2025-07-24,38
KS,Kansas,ARREST,Dickinson County,Dickinson,N/A,2025-07-07,10371
KS,Kansas,ARREST,Reno County,Reno,N/A,2025-07-16,258854
KS,Kansas,DOC,Kansas Department Of Corrections,Harvey,N/A,2024-05-02,11333
KS,Kansas,DOC,Kansas Department Of Corrections,Linn,N/A,2024-05-02,1720
KS,Kansas,DOC,Kansas Department Of Corrections,Johnson,N/A,2024-05-02,81820
KS,Kansas,DOC,Kansas Department Of Corrections,Sumner,N/A,2024-05-02,5074
KS,Kansas,ARREST,Faulkner County,STATEWIDE,N/A,2025-03-09,59
KS,Kansas,ARREST,Johnson County,STATEWIDE,N/A,2024-05-02,500
KS,Kansas,ARREST,Geary County,Geary,N/A,2025-07-07,38862
KS,Kansas,ARREST,Jackson County,STATEWIDE,N/A,2025-07-07,3087
KS,Kansas,SOR,Kansas Sex Offender Registry,STATEWIDE,N/A,2025-06-04,11540
KS,Kansas,DOC,Kansas Department Of Corrections,Cherokee,N/A,2024-05-02,1595
KS,Kansas,ARREST,Hempstead County,STATEWIDE,N/A,2025-03-09,19
KS,Kansas,DOC,Kansas Department Of Corrections,Crawford,N/A,2024-05-02,10122
KS,Kansas,SOR,Court/Us/Ks/Statewide/Sbi,STATEWIDE,N/A,2025-08-04,11467
KS,Kansas,ARREST,Kansas Arrest,Mcpherson County,N/A,2025-07-24,299
KS,Kansas,ARREST,Phillips County,STATEWIDE,N/A,2025-07-07,259
KS,Kansas,ARREST,Lonoke County,STATEWIDE,N/A,2025-03-09,23
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Cherokee County,N/A,2025-08-04,28
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Labette County,N/A,2025-08-04,19
KS,Kansas,ARREST,Leavenworth County,STATEWIDE,N/A,2024-05-02,621
KS,Kansas,ARREST,Finney County,Finney,N/A,2025-07-07,10095
KS,Kansas,ARREST,Brown County,STATEWIDE,N/A,2025-07-07,1742
KS,Kansas,ARREST,Sumner County,STATEWIDE,N/A,2025-07-07,2473
KS,Kansas,ARREST,Kansas Arrest,Wyandotte County,N/A,2025-07-27,1679
KS,Kansas,SOR,Sex Offender Registry S2,STATEWIDE,N/A,2024-05-02,10631
KS,Kansas,ARREST,Atchison County,STATEWIDE,N/A,2024-05-02,223
KS,Kansas,ARREST,Bourbon County,STATEWIDE,N/A,2025-03-09,3198
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Marion County,N/A,2025-08-04,7
KS,Kansas,ARREST,Cherokee County,Cherokee,N/A,2025-07-07,17728
KS,Kansas,DOC,Kansas Department Of Corrections,Ellis,N/A,2024-05-02,3564
KS,Kansas,ARREST,Sebastian County,STATEWIDE,N/A,2025-03-09,299
KS,Kansas,ARREST,Broward County,STATEWIDE,N/A,2025-03-09,1
KS,Kansas,ARREST,Kansas Arrest,Crawford County,N/A,2025-07-24,371
KS,Kansas,ARREST,Newton County,STATEWIDE,N/A,2025-03-09,23
KS,Kansas,ARREST,Labette County,STATEWIDE,N/A,2025-07-07,5268
KS,Kansas,ARREST,Shawnee County,Shawnee,N/A,2025-07-07,60463
KS,Kansas,DOC,Kansas Department Of Corrections,Pratt,N/A,2024-05-02,3538
KS,Kansas,ARREST,Kansas Arrest,Shawnee County,N/A,2025-07-27,1386
KS,Kansas,ARREST,Rawlins County,STATEWIDE,N/A,2025-07-07,107
KS,Kansas,ARREST,Ks Arrest Log Arrest,STATEWIDE,N/A,2024-05-02,31
KS,Kansas,ARREST,Mississippi County,STATEWIDE,N/A,2025-03-09,32
KS,Kansas,ARREST,Sherman County,STATEWIDE,N/A,2025-07-07,647
KS,Kansas,ARREST,Kansas Arrest,Phillips County,N/A,2025-07-27,14
KS,Kansas,ARREST,Atchison County,Atchinson,N/A,2025-07-07,3418
KS,Kansas,ARREST,Kansas Arrest,Wabaunsee County,N/A,2025-07-27,60
KS,Kansas,ARREST,Leavenworth County,Leavenworth,N/A,2025-07-07,9992
KS,Kansas,DOC,Kansas Department Of Corrections,Atchinson,N/A,2024-05-02,4014
KS,Kansas,DOC,Kansas Department Of Corrections,Dickinson,N/A,2024-05-02,3567
KS,Kansas,ARREST,Reno County,STATEWIDE,N/A,2024-05-02,701
KS,Kansas,DOC,Kansas Department Of Corrections,Jackson,N/A,2024-05-02,2652
KS,Kansas,ARREST,Sedgwick County,STATEWIDE,N/A,2025-07-07,27900
KS,Kansas,ARREST,Kansas Arrest,Graham County,N/A,2025-07-24,9
KS,Kansas,ARREST,Graham County,STATEWIDE,N/A,2025-07-07,32
KS,Kansas,ARREST,Jefferson County,STATEWIDE,N/A,2024-05-02,301
KS,Kansas,ARREST,Pratt County,STATEWIDE,N/A,2024-05-02,107
KS,Kansas,DOC,Kansas Department Of Corrections,Geary,N/A,2024-05-02,14914
KS,Kansas,ARREST,Marion County,Marion,N/A,2025-07-07,4222
KS,Kansas,ARREST,Boone County,STATEWIDE,N/A,2025-03-09,30
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Wyandotte County,N/A,2025-08-04,161
KS,Kansas,DOC,Kansas Department Of Corrections,Allen,N/A,2024-05-02,2392
KS,Kansas,ARREST,Kansas Arrest,Sherman County,N/A,2025-07-27,31
KS,Kansas,DOC,Kansas Department Of Corrections,Russell,N/A,2024-05-02,1055
KS,Kansas,ARREST,Wabaunsee County,STATEWIDE,N/A,2025-07-07,1221
KS,Kansas,DOC,Kansas Department Of Corrections,Marion,N/A,2024-05-02,933
KS,Kansas,ARREST,Kansas Arrest,Coffey County,N/A,2025-07-24,90
KS,Kansas,ARREST,Baxter County,STATEWIDE,N/A,2025-03-09,2187
KS,Kansas,ARREST,Johnson County,Johnson,N/A,2025-03-09,266547
KS,Kansas,DOC,Kansas Department Of Corrections,Cowley,N/A,2024-05-02,7348
KS,Kansas,DOC,Kansas Department Of Corrections,Leavenworth,N/A,2024-05-02,10914
KS,Kansas,WARRANT,Ks Wichita City Warrants,Sedgwick,N/A,2024-05-02,26736
KS,Kansas,ARREST,Marion County,STATEWIDE,N/A,2024-05-02,143
KS,Kansas,ARREST,Sheridan County,STATEWIDE,N/A,2025-05-07,55
KS,Kansas,DOC,Kansas Department Of Corrections,Jefferson,N/A,2024-05-02,1839
KS,Kansas,ARREST,Kansas Arrest,Brown County,N/A,2025-07-24,99
KS,Kansas,ARREST,Kansas Arrest,Jackson County,N/A,2025-07-24,227
KS,Kansas,ARREST,Kansas Arrest,Bourbon County,N/A,2025-07-24,245
KS,Kansas,ARREST,Kansas Arrest,Sedgwick County,N/A,2025-07-27,2857
KS,Kansas,DOC,Kansas Department Of Corrections,Coffey,N/A,2024-05-02,1648
KS,Kansas,ARREST,Kansas Arrest,Leavenworth County,N/A,2025-07-24,385
KS,Kansas,COURT,Johnson County District Court,Johnson,COUNTY,2025-03-13,745646
KS,Kansas,ARREST,Doniphan County,STATEWIDE,N/A,2025-07-07,462
KS,Kansas,ARREST,Cherokee County,STATEWIDE,N/A,2024-05-02,353
KS,Kansas,DOC,Kansas Department Of Corrections,Ford,N/A,2024-05-02,17119
KS,Kansas,DOC,Kansas Department Of Corrections,Harper,N/A,2024-05-02,1530
KS,Kansas,WARRANT,Ks Arkansas Most Wanted,STATEWIDE,N/A,2024-05-02,2
KS,Kansas,ARREST,Kansas Arrest,Rooks County,N/A,2025-07-27,17
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Johnson County,N/A,2025-08-04,289
KS,Kansas,DOC,Kansas Department Of Corrections,Pottawatomie,N/A,2024-05-02,1826
KS,Kansas,ARREST,Coffey County,Coffey,N/A,2025-07-07,2926
KS,Kansas,DOC,Kansas Department Of Corrections,Finney,N/A,2024-05-02,13639
KS,Kansas,DOC,Kansas Department Of Corrections,Butler,N/A,2024-05-02,10093
KS,Kansas,DOC,Kansas Department Of Corrections,Barton,N/A,2024-05-02,6085
KS,Kansas,ARREST,Franklin County,STATEWIDE,N/A,2025-03-09,38
KS,Kansas,ARREST,Harvey County,STATEWIDE,N/A,2024-05-02,485
KS,Kansas,ARREST,Johnson County Courthouse,STATEWIDE,N/A,2024-05-02,266
KS,Kansas,ARREST,Washington County,Washington,N/A,2024-05-02,7358
KS,Kansas,COURT,Court/Us/Ks/Statewide/Sbi,STATEWIDE,STATEWIDE,2025-08-04,12463
KS,Kansas,ARREST,Wyandotte County,STATEWIDE,N/A,2024-05-02,471
KS,Kansas,ARREST,Rooks County,Rooks,N/A,2025-07-07,2530
KS,Kansas,DOC,Kansas Department Of Corrections,Bourbon,N/A,2024-05-02,2941
KS,Kansas,ARREST,Harvey County,Harvey,N/A,2024-05-02,33168
KS,Kansas,ARREST,Kiowa County,STATEWIDE,N/A,2025-01-14,579
KS,Kansas,ARREST,Dickinson County,STATEWIDE,N/A,2024-05-02,390
KS,Kansas,SOR,Kansas Sex Offender Registry,STATEWIDE,N/A,2024-05-02,24139
KS,Kansas,ARREST,Pulaski County,STATEWIDE,N/A,2025-03-09,514
KS,Kansas,ARREST,Kansas Arrest,STATEWIDE,N/A,2025-05-15,7418
KS,Kansas,ARREST,Kansas Arrest,Rawlins County,N/A,2025-07-12,1
KS,Kansas,ARREST,Cross County,STATEWIDE,N/A,2025-03-09,42
KS,Kansas,ARREST,Geary County,STATEWIDE,N/A,2024-05-02,12
KS,Kansas,ARREST,Jefferson County,Jefferson,N/A,2025-07-07,12140
KS,Kansas,COURT,Uncategorized,STATEWIDE,STATEWIDE,2024-05-02,8992
KS,Kansas,DOC,Kansas Department Of Corrections,Rice,N/A,2024-05-02,1914
KS,Kansas,ARREST,Anderson County,STATEWIDE,N/A,2024-05-02,8
KS,Kansas,DOC,Kansas Department Of Corrections,Lyon,N/A,2024-05-02,12479
KS,Kansas,ARREST,Douglas County,Douglas,N/A,2024-05-02,6098
KS,Kansas,ARREST,White County,STATEWIDE,N/A,2025-03-09,120
KS,Kansas,ARREST,Kansas Arrest,Doniphan County,N/A,2025-07-24,31
KS,Kansas,DOC,Kansas Department Of Corrections,Clay,N/A,2024-05-02,1093
KS,Kansas,ARREST,Crawford County,STATEWIDE,N/A,2025-07-16,2075
KS,Kansas,DOC,Kansas Department Of Corrections,Neosho,N/A,2024-05-02,3611
KS,Kansas,ARREST,Kansas Arrest,Pratt County,N/A,2025-07-27,56
KS,Kansas,ARREST,Kansas Arrest,Sumner County,N/A,2025-07-27,123
KS,Kansas,DOC,Kansas Department Of Corrections,Douglas,N/A,2024-05-02,13429
KS,Kansas,ARREST,Gove County,STATEWIDE,N/A,2025-07-07,72
KS,Kansas,ARREST,Kansas Arrest,Thomas County,N/A,2025-07-27,74
KS,Kansas,ARREST,Woodson County,STATEWIDE,N/A,2025-07-07,292
KS,Kansas,ARREST,Uncategorized,STATEWIDE,N/A,2024-05-02,52117
KS,Kansas,ARREST,Kansas Arrest,Jefferson County,N/A,2025-07-24,91
KS,Kansas,ARREST,Kansas Arrest,Marion County,N/A,2025-07-24,59
KS,Kansas,DOC,Kansas Department Of Corrections,Reno,N/A,2024-05-02,27190
KS,Kansas,ARREST,Kansas Arrest,Atchison County,N/A,2025-07-24,77
KS,Kansas,DOC,Kansas Department Of Corrections,Stevens,N/A,2024-05-02,1126
KS,Kansas,DOC,Kansas Department Of Corrections,Kingman,N/A,2024-05-02,1406
KS,Kansas,ARREST,Kansas Arrest,Geary County,N/A,2025-07-24,461
KS,Kansas,ARREST,Cleburne County,STATEWIDE,N/A,2025-03-09,52
KS,Kansas,DOC,Kansas Department Of Corrections,Marshall,N/A,2024-05-02,1495
KS,Kansas,ARREST,Kansas Arrest,Saline County,N/A,2025-07-27,560
KS,Kansas,DOC,Kansas Department Of Corrections,STATEWIDE,N/A,2024-05-02,434931
KS,Kansas,DOC,Kansas Department Of Corrections,Anderson,N/A,2024-05-02,1223
KS,Kansas,DOC,Kansas Department Of Corrections,Wilson,N/A,2024-05-02,2258
KS,Kansas,ARREST,Ellis County,STATEWIDE,N/A,2025-07-07,1539
KS,Kansas,ARREST,Garland County,STATEWIDE,N/A,2025-03-09,161
KS,Kansas,DOC,Kansas Department Of Corrections,Mcpherson,N/A,2024-05-02,4873
KS,Kansas,ARREST,Polk County,STATEWIDE,N/A,2025-03-09,23
KS,Kansas,DOC,Kansas Department Of Corrections,Pawnee,N/A,2024-05-02,2718
KS,Kansas,ARREST,Kansas Arrest,Finney County,N/A,2025-07-24,387
KS,Kansas,ARREST,Kansas Arrest,Sheridan County,N/A,2025-06-12,1
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Mcpherson County,N/A,2025-08-04,29
KS,Kansas,ARREST,Arrest/Us/National/Arrests,Dickinson County,N/A,2025-08-04,14
KS,Kansas,ARREST,Pratt County,Pratt,N/A,2025-07-07,6886
KS,Kansas,ARREST,Kansas Arrest,Montgomery County,N/A,2025-07-27,251
KS,Kansas,ARREST,Hotspring County,STATEWIDE,N/A,2025-03-09,12
KS,Kansas,ARREST,Thomas County,STATEWIDE,N/A,2025-07-07,1813
KS,Kansas,ARREST,Kansas Arrest,Ellis County,N/A,2025-07-24,253
KS,Kansas,DOC,Kansas Department Of Corrections,Labette,N/A,2024-05-02,6210
KS,Kansas,ARREST,Craighead County,STATEWIDE,N/A,2025-03-09,127
KS,Kansas,ARREST,Greene County,STATEWIDE,N/A,2025-03-09,16
KY,Kentucky,COURT,Magoffin County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,250
KY,Kentucky,COURT,Butler County District Court,STATEWIDE,STATEWIDE,2024-06-02,1366
KY,Kentucky,COURT,Hickman County District  Court,STATEWIDE,STATEWIDE,2025-01-14,45
KY,Kentucky,COURT,Allen County District Court,STATEWIDE,STATEWIDE,2025-02-14,5366
KY,Kentucky,COURT,Muhlenberg County Circuit  Court,STATEWIDE,STATEWIDE,2025-01-14,121
KY,Kentucky,COURT,Warren County District  Court,STATEWIDE,STATEWIDE,2025-01-14,1492
KY,Kentucky,ARREST,Kentucky Arrest,Rockcastle County,N/A,2025-07-27,251
KY,Kentucky,ARREST,Rowan County,STATEWIDE,N/A,2024-05-02,727
KY,Kentucky,ARREST,Kentucky Arrest,Christian County,N/A,2025-07-27,1756
KY,Kentucky,ARREST,Kentucky Arrest,Caldwell County,N/A,2025-07-27,95
KY,Kentucky,COURT,Kenton County Circuit Court,Kenton,COUNTY,2024-06-02,10038
KY,Kentucky,ARREST,Arrest/Us/National/Arrests,Adair County,N/A,2025-08-04,31
KY,Kentucky,ARREST,Arrest/Us/National/Arrests,Rockcastle County,N/A,2025-08-04,18
KY,Kentucky,ARREST,Bourbon County,STATEWIDE,N/A,2024-05-02,540
KY,Kentucky,COURT,Estill County Circuit  Court,STATEWIDE,STATEWIDE,2025-01-14,354
KY,Kentucky,COURT,Logan County District  Court,STATEWIDE,STATEWIDE,2025-01-14,1449
KY,Kentucky,COURT,Livingston County Circuit  Court,STATEWIDE,STATEWIDE,2025-01-14,71
KY,Kentucky,ARREST,Kentucky Arrest,Greenup County,N/A,2025-07-27,300
KY,Kentucky,COURT,Trigg County District Court,STATEWIDE,STATEWIDE,2024-06-02,3202
KY,Kentucky,ARREST,Franklin County,Franklin,N/A,2025-07-07,288621
KY,Kentucky,ARREST,Campbell County,STATEWIDE,N/A,2024-05-02,1086
KY,Kentucky,ARREST,Arrest/Us/National/Arrests,Fayette County,N/A,2025-08-04,244
KY,Kentucky,COURT,Perry County District Court,Perry,COUNTY,2025-02-14,1350
KY,Kentucky,ARREST,Arrest/Us/National/Arrests,Graves County,N/A,2025-08-04,21
KY,Kentucky,COURT,Lee County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,407
KY,Kentucky,COURT,Hancock County District  Court,STATEWIDE,STATEWIDE,2025-01-14,107
KY,Kentucky,COURT,Estill County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,1950
KY,Kentucky,ARREST,Bourbon County,Bourbon,N/A,2025-07-07,114376
KY,Kentucky,COURT,Henderson County Circuit Court,STATEWIDE,STATEWIDE,2025-02-14,3294
KY,Kentucky,COURT,Shelby County District Court,STATEWIDE,STATEWIDE,2025-02-14,13925
KY,Kentucky,COURT,Owen County District  Court,STATEWIDE,STATEWIDE,2025-01-14,430
KY,Kentucky,COURT,Ballard County Circuit  Court,STATEWIDE,STATEWIDE,2025-01-14,73
KY,Kentucky,COURT,Jefferson County District  Court,STATEWIDE,STATEWIDE,2025-01-14,11730
KY,Kentucky,ARREST,Kentucky Arrest,Campbell County,N/A,2025-07-27,993
KY,Kentucky,ARREST,Arrest/Us/National/Arrests,Calloway County,N/A,2025-08-04,31
KY,Kentucky,ARREST,Arrest/Us/National/Arrests,Pulaski County,N/A,2025-08-04,84
KY,Kentucky,COURT,Edmonson County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,1171
KY,Kentucky,COURT,Franklin County District Court,STATEWIDE,STATEWIDE,2024-06-02,12225
KY,Kentucky,ARREST,Johnson County,STATEWIDE,N/A,2024-05-02,1106
KY,Kentucky,ARREST,Mccracken County,Mccracken,N/A,2025-07-07,138887
KY,Kentucky,ARREST,Woodford County,Woodford,N/A,2025-07-07,85500
KY,Kentucky,COURT,Boone County Circuit Court,Boone,COUNTY,2024-06-02,5624
KY,Kentucky,COURT,Allen County District  Court,STATEWIDE,STATEWIDE,2025-01-14,1547
KY,Kentucky,COURT,Fayette County District  Court,STATEWIDE,STATEWIDE,2025-01-14,3075
KY,Kentucky,COURT,Ky Criminal,STATEWIDE,STATEWIDE,2025-02-14,265744
KY,Kentucky,ARREST,Kentucky Arrest,Breckinridge County,N/A,2025-07-27,175
KY,Kentucky,ARREST,Whitley County,STATEWIDE,N/A,2024-05-02,30
KY,Kentucky,COURT,Barren County District  Court,STATEWIDE,STATEWIDE,2025-01-14,501
KY,Kentucky,COURT,Monroe County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,751
KY,Kentucky,COURT,Gallatin County District Court,STATEWIDE,STATEWIDE,2024-06-02,5144
KY,Kentucky,COURT,Warren County Circuit Court,Warren,COUNTY,2025-02-14,4057
KY,Kentucky,DOC,Kentucky Department Of Corrections,Boone,N/A,2024-05-02,2502
KY,Kentucky,COURT,Hancock County District Court,STATEWIDE,STATEWIDE,2024-06-02,809
KY,Kentucky,COURT,Washington County District Court,STATEWIDE,STATEWIDE,2024-06-02,3288
KY,Kentucky,ARREST,Oldham County,STATEWIDE,N/A,2024-05-02,1740
KY,Kentucky,COURT,Mercer County Circuit  Court,STATEWIDE,STATEWIDE,2025-01-14,100
KY,Kentucky,ARREST,Greenup County,STATEWIDE,N/A,2024-05-02,689
KY,Kentucky,ARREST,Hart County,STATEWIDE,N/A,2024-05-02,971
KY,Kentucky,ARREST,Rockcastle County,STATEWIDE,N/A,2024-05-02,685
KY,Kentucky,COURT,Woodford County District  Court,STATEWIDE,STATEWIDE,2025-01-14,215
KY,Kentucky,COURT,Nelson County District Court,STATEWIDE,STATEWIDE,2025-02-14,8056
KY,Kentucky,COURT,Clay County District Court,STATEWIDE,STATEWIDE,2024-06-02,5746
KY,Kentucky,COURT,Carlisle County District  Court,STATEWIDE,STATEWIDE,2025-01-14,2
KY,Kentucky,COURT,Leslie County District Court,STATEWIDE,STATEWIDE,2024-06-02,2498
KY,Kentucky,DOC,Kentucky Department Of Corrections,Grayson,N/A,2024-05-02,1005
KY,Kentucky,ARREST,Kentucky Arrest,Clay County,N/A,2025-07-27,360
KY,Kentucky,COURT,Mercer County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,743
KY,Kentucky,COURT,Mccreary County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,1098
KY,Kentucky,COURT,Rockcastle County District Court,STATEWIDE,STATEWIDE,2025-02-14,4259
KY,Kentucky,ARREST,Lincoln County,STATEWIDE,N/A,2024-05-02,456
KY,Kentucky,COURT,Mclean County Circuit Court,STATEWIDE,STATEWIDE,2024-06-02,297
KY,Kentucky,COURT,Marshall County District Court,STATEWIDE,STATEWIDE,2025-02-14,4518
KY,Kentucky,COURT,Laurel County Circuit Court,STATEWIDE,STATEWIDE,2025-02-14,2270
KY,Kentucky,ARREST,Kentucky Arrest,Kenton County,N/A,2025-07-27,1603
KY,Kentucky,DOC,Kentucky Department Of Corrections,Mccracken,N/A,2024-05-02,4679
KY,Kentucky,ARREST,Kentucky Arrest,Franklin County,N/A,2025-07-27,477
KY,Kentucky,ARREST,Hardin County,Hardin,N/A,2025-07-07,218092
KY,Kentucky,COURT,Madison County District Court,STATEWIDE,STATEWIDE,2024-06-02,15085
KY,Kentucky,ARREST,Letcher County,Letcher,N/A,2025-07-07,12477
KY,Kentucky,DOC,Kentucky Department Of Corrections,Pulaski,N/A,2024-05-02,2162
KY,Kentucky,COURT,Harrison County District Court,STATEWIDE,STATEWIDE,2025-02-14,3164
KY,Kentucky,ARREST,Kentucky Arrest,Muhlenberg County,N/A,2025-07-27,338
KY,Kentucky,COURT,Floyd County District  Court,STATEWIDE,STATEWIDE,2025-01-14,2768
KY,Kentucky,COURT,Campbell County Circuit Court,STATEWIDE,STATEWIDE,2025-02-14,3553
