state_header,jurisdiction,process,search_cost,ten_year_surcharge,court_fee,access_fee,state
"PENNSYLVANIA | Common Pleas, Magisterial District, Municipal (Philadelphia County only) ( F/M )",Wayne,Auto FE,0.0,0.0,0.0,0.0,PENNSYLVANIA
"PENNSYLVANIA | Common Pleas, Magisterial District, Municipal (Philadelphia County only) ( F/M )",Westmoreland,Auto FE,0.0,0.0,0.0,0.0,PENNSYLVANIA
"PENNSYLVANIA | Common Pleas, Magisterial District, Municipal (Philadelphia County only) ( F/M )",Wyoming,Auto FE,0.0,0.0,0.0,0.0,PENNSYLVANIA
"PENNSYLVANIA | Common Pleas, Magisterial District, Municipal (Philadelphia County only) ( F/M )",York,Auto FE,0.0,0.0,0.0,0.0,PENNSYLVANIA
"RHODE ISLAND | Superior, District ( F/M )",Bristol,Auto FE,0.0,0.0,0.0,0.0,RHODE ISLAND
"RHODE ISLAND | Superior, District ( F/M )",Kent,Auto FE,0.0,0.0,0.0,0.0,RHODE ISLAND
"RHODE ISLAND | Superior, District ( F/M )",Newport,Auto FE,0.0,0.0,0.0,0.0,RHODE ISLAND
"RHODE ISLAND | Superior, District ( F/M )",Providence,Auto FE,0.0,0.0,0.0,0.0,RHODE ISLAND
"RHODE ISLAND | Superior, District ( F/M )",Statewide,Auto FE,2.55,0.0,0.0,0.0,RHODE ISLAND
"RHODE ISLAND | Superior, District ( F/M )",Washington,Auto FE,0.0,0.0,0.0,0.0,RHODE ISLAND
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Abbeville,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Aiken,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Allendale,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Anderson,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Bamberg,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Barnwell,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Beaufort,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Berkeley,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Calhoun,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Charleston,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Cherokee,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Chester,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Chesterfield,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Clarendon,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Colleton,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Darlington,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Dillon,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Dorchester,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Edgefield,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Fairfield,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Florence,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Georgetown,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Greenville,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Greenwood,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Hampton,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Horry,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Jasper,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Kershaw,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Lancaster,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Laurens,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Lee,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Lexington,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Marion,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Marlboro,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",McCormick,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Newberry,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Oconee,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Orangeburg,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Pickens,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Richland,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Saluda,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Spartanburg,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Statewide,Processor,5.85,1.5,26.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Sumter,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Union,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",Williamsburg,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
"SOUTH CAROLINA | General Sessions, Magistrate, and Municipal ( F/M )",York,Auto FE,0.0,0.0,0.0,0.0,SOUTH CAROLINA
SOUTH DAKOTA | Circuit ( F/M ),Aurora,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Beadle,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Bennett,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Bon Homme,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Brookings,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Brown,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Brule,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Buffalo,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Butte,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Campbell,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Charles Mix,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Clark,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Clay,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Codington,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Corson,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Custer,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Davison,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Day,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Deuel,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Dewey,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Douglas,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Edmunds,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Fall River,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Faulk,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Grant,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Gregory,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Haakon,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Hamlin,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Hand,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Hanson,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Harding,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Hughes,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Hutchinson,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Hyde,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Jackson,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Jerauld,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Jones,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Kingsbury,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Lake,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Lawrence,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Lincoln,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Lyman,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Marshall,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),McCook,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),McPherson,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Meade,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Mellette,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Miner,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Minnehaha,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Moody,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Oglala Lakota,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Pennington,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Perkins,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Potter,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Roberts,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Sanborn,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Spink,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Stanley,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Statewide,Auto FE,2.55,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Sully,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Todd,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Tripp,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Turner,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Union,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Walworth,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Yankton,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
SOUTH DAKOTA | Circuit ( F/M ),Ziebach,Auto FE,0.0,0.0,20.0,20.0,SOUTH DAKOTA
TENNESSEE | General Sessions and Criminal ( F/M ),Anderson,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Bedford,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Benton,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Bledsoe,Processor,6.1,1.5,5.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Blount,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Bradley,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Campbell,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Cannon,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Carroll,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Carter,Auto + Processor,1.7,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Cheatham,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Chester,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Claiborne,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Clay,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Cocke,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Coffee,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Crockett,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Cumberland,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Davidson,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),De Kalb,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Decatur,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Dickson,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Dyer,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Fayette,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Fentress,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Franklin,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Gibson,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Giles,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Grainger,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Greene,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Grundy,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hamblen,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hamilton,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hancock,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hardeman,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hardin,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hawkins,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Haywood,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Henderson,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Henry,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Hickman,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Houston,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Humphreys,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Jackson,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Jefferson,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Johnson,Auto FE,1.7,0.0,10.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Knox,Processor,6.1,1.5,15.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Lake,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Lauderdale,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Lawrence,Auto + Vendor,1.7,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Lewis,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Lincoln,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Loudon,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Macon,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Madison,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Marion,Processor,6.1,1.5,3.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Marshall,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Maury,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),McMinn,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),McNairy,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Meigs,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Monroe,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Montgomery,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Moore,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Morgan,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Obion,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Overton,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Perry,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Pickett,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Polk,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Putnam,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Rhea,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Roane,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Robertson,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Rutherford,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Scott,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Sequatchie,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Sevier,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Shelby,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Smith,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Statewide,Auto FE,4.75,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Statewide TBI,Processor,6.1,1.5,29.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Stewart,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Sullivan,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Sumner,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Tipton,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Trousdale,Processor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Unicoi,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Union,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Van Buren,Vendor,6.1,1.5,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Warren,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Washington,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
TENNESSEE | General Sessions and Criminal ( F/M ),Wayne,Auto FE,1.7,0.0,0.0,0.0,TENNESSEE
